,screen_name,text,place_full_name,country,lng,lat
940,_JesseBaker,"@MrsViolence Mix jack Daniels, lemon juice, and honey together and drink it. Sounds crazy but it gets rid of a sore throat","Missouri, USA",United States,-92.4367735,38.3045585
3375,_Jwall8,If Braxton doesnâ€™t get hurt that gives him an extra 2 years at qb he never got plus a heisman https://t.co/wh3jwTbsdR,"Westerville, OH",United States,-82.914538,40.14898815
3982,_Jwall8,I donâ€™t know about that... Braxton was gonna win heisman before he got hurt https://t.co/aSoT5Fffg4,"Westerville, OH",United States,-82.914538,40.14898815
8423,_Jwall8,Right... Braxton miller was unstoppable before he got hurt. https://t.co/Lthma4qvmh,"Westerville, OH",United States,-82.914538,40.14898815
5892,_Kayslimm,Iâ€™m sick _Ÿ˜ª,"Irvington, NJ",United States,-74.2327845,40.7256935
621,_killaryclinton,@the_great_abyz Look i didnâ€™t say all that. Youâ€™d did. Iâ€™m just saying if we can afford to pay it now might as well and get it over with as soon as possible.,"New York, USA",United States,-75.770041,42.746617
8909,_LetMeRock,I hate being sick,"Virginia Beach, VA",United States,-76.06994605,36.8025415
1288,_Lex07,I woke up with a sore throat and my finger feels broken,"Rancho Cucamonga, CA",United States,-117.5621526,34.12167
560,_LilShaylaaa,Bitches hurt about some pictures bitch donâ€™t be bitter just try to be better _Ÿ˜‚_Ÿ_·_Ÿè_â€çâ™€ï¸è,"Michigan, USA",United States,-86.27053925,45.00118
1538,_loveejanay,"My body is hurting, sore throat, Iâ€™m sick as shit, &amp; to top it off I been freezing my ass off all day _Ÿ˜«_Ÿ˜«_Ÿ˜«_Ÿ˜«_Ÿ˜«_Ÿ˜«_Ÿ˜«","Alabama, USA",United States,-86.6807375,32.576227
4855,_loveejanay,"My body is hurting, sore throat, Iâ€™m sick as shit, &amp; to top it off I been freezing my ass off all day _Ÿ˜«_Ÿ˜«_Ÿ˜«_Ÿ˜«_Ÿ˜«_Ÿ˜«_Ÿ˜«","Alabama, USA",United States,-86.6807375,32.576227
2116,_LoyalFirssst,"i feel so sick , ion even drink henny _Ÿ˜_","Houston, TX",United States,-95.4464865,29.8384948
8247,_LuvNaeee,Niggas make me sick to my stomach #OnGOD_Ÿ˜’,"Goddard, MD",United States,-76.8503815,38.99878445
3901,_malibooo,itâ€™s 2018 and you still want your friends to encourage toxicity? you still want to make excuses for it? better question.. r u sick? fever? learn ur fuckin worth.,"Rosenberg, TX",United States,-95.76739475,29.532056
417,_marissa_villa,i cant bare this pain,"San Antonio, TX",United States,-98.5406515,29.417501
4447,_ohheymary,"@Derekgarcia44 @Dessss_love Youâ€™re the only person in the military that didnâ€™t get butt hurt over this tweet, youâ€™re a real one âœ__Ÿè_","San Antonio, TX",United States,-98.5406515,29.417501
6761,_quietbatpeople,"@wilw boooooo, con crud. :( hope you get well soon.","Seattle, WA",United States,-122.3306024,47.6148172
1342,_RunnerGirl__,"Get well soon, @TheScript_Danny.  Remember your health is your wealth!!!  _Ÿ’__Ÿ’__Ÿ’_ https://t.co/GHue1QG4q7","Irvine, CA",United States,-117.7823605,33.689732
1533,_SolidJosh,a lot of get well soonâ€™s a lot of well wishing,"Houston, TX",United States,-95.4464865,29.8384948
40,_starrdavis,"Thank God for real friends. Like real... brutality honest, â€œI donâ€™t mean to hurt you but I love you too much to see you go out like thisâ€ù type of friends!","Bronx, NY",United States,-73.8494415,40.8503475
1851,_sunn_childd_,~in the night sheâ€™s dancing to relieve the pain~ https://t.co/w5uT6i95ht,"Wichita Falls, TX",United States,-98.5200567,33.92642
5211,_sweetnesssss,Too sick _Ÿ_¢,"Florida, USA",United States,-83.804475,27.698682
6339,_takingover,Second cold sore within a month span what the fuck is going on,"Coral Gables, FL",United States,-80.271087,25.6994485
4807,_takingover,Today I got asked if my cold sore was a new lip piercing _Ÿ_”,"Miami, FL",United States,-80.2333285,25.7823537
6326,_tamariaaa,Iâ€™m sick of you https://t.co/2yy7D4NStF,"North Las Vegas, NV",United States,-115.133373,36.2491245
9566,_Team_Gorgeous_,"@FatMackWuap Wow , I See Your Still Mad About That Block . Let the Hurt Go!","New Albany, OH",United States,-82.80955075,40.083204
1261,_toniann_marie,Canâ€™t wait to be back home and baby cuz man this pain got me feeling like the biggest baby,"Pennsylvania, USA",United States,-77.604684,41.1179365
2258,_tyarashhellee,"idk here's some food for thought, instead of being sick and twisted and being mad cause others are happy, how about you get off your ass and find YOUR happiness and maybe put a little positivity in the air so things start to lighten up for you _Ÿ_·_Ÿè_â€çâ™€ï¸è","Huber Heights, OH",United States,-84.092503,39.8642389
2600,_tyarashhellee,people really speak negativity into other people's lives that is so sick.,"Huber Heights, OH",United States,-84.092503,39.8642389
3847,_vaasquez,"Fuuuck, I have a sore throat _Ÿ˜_","San Jose, CA",United States,-121.8737305,37.331159
4612,_weirddooo,Iâ€™m so hurt _Ÿ˜_ https://t.co/xTk9y1dywS,"Montgomery, AL",United States,-86.2447285,32.36414515
4209,07Kdub,iâ€™m so stressed before my old cold sore completely healed.. i got a new one. send help plz.,"Boone, IA",United States,-93.8851315,42.057867
1608,101DaExclusive,"Get well soon @rickyrozay _Ÿ™è_Ÿ˜” â€¢â€¢â€¢#rickross #hiphop #rickrosstheboss #rickyrozay #rap #mmgâ€_ https://t.co/hm4TUWTDof","St Louis, MO",United States,-90.2478239,38.6537712
183,10rings16years,"Jaylen Brown damn bear ended his career last night. That was fucking scary man. You the man @FCHWPO , get well soon!!!","Milton, MA",United States,-71.0811035,42.23916295
2522,123oneway,@DLoesch @SecretService Sick demented and poor loser thinking.,"Wisconsin, USA",United States,-89.5694915,44.900818
9827,123oneway,@TomFitton @JudicialWatch Very sick corrupted OBAMA admin,"Wisconsin, USA",United States,-89.5694915,44.900818
1729,123royz,"The pain changes people, so, if you donâ€™t want your partner toâ€_ https://t.co/Vwwkgh8TCj","Philadelphia, PA",United States,-75.117998,40.0048655
6540,1BlakGal,"Just walking up again. I thought I had gotten over cold/flu but my nose is about to run off my face, I'm sneezing &amp; spitting constantly. I'm ok tho, no fever or anything","Chicago, IL",United States,-87.732013,41.83358445
9283,1Thick_Muthafka,damn stomach hurt,"Ohio, USA",United States,-82.66946745,40.3651595
569,3dollarsbankrol,@GillianA Hi Gillian! Just curious. Weâ€™re you ill during the filming of this current season of the Xfiles? Your voice sounds gravelly and broken like you were fighting a sore throat. Thanks!,"Dallas, TX",United States,-96.7617535,32.8198585
1214,3dollarsbankrol,@GillianA Hi Gillian! Just curious. Weâ€™re you ill during the filming of this current season of the Xfiles? Your voice sounds gravelly and broken like you were fighting a sore throat. Thanks!,"Dallas, TX",United States,-96.7617535,32.8198585
5372,40sznshorties,My throat is killing me. Iâ€™ve been waking up with a sore throat and today it just got worse _Ÿ˜£,"Corcoran, CA",United States,-119.5641965,36.0872145
2229,47young1,"#TheresNeverADullMoment WHEN YOU ARE GETTING A SORE THROAT!!!!!! Ugh!","Santa Clarita, CA",United States,-118.5032588,34.41563105
3083,503PDXTim,"During this flu season, I am reminded that you must show ID to buy cold medicine and buying too much gets you a visit from the poo poo.  Once you buy, thereâ€™s 3 levels of safety to break before you get to the meds.  It truly is easier to buy a gun in many states.","Portland, OR",United States,-122.6309082,45.53640175
3392,562alexd,"@IJ14_ @babyitsmb @IamAkademiks Nah not at all, I'm just saying his style will get old soon so he might as well enjoy his fame","Orem, UT",United States,-111.6964685,40.29511325
4927,5lushyjoe,@stillmilli @HotTopic Did it hurt?,"Rockport, TX",United States,-97.056372,28.044102
243,5THCONSCIOUS,So Iâ€™m shoving plantain chips in my mouth and @RobbieDigital88 is like Kanye donâ€™t even write all his music. Not gonna lie I was hurt but I accepted the hard truth,"Brooklyn, NY",United States,-73.9487755,40.655138
2205,858tennis,@greta They are all sick Greta. Still miss you on Fox.,"Skidaway Island, GA",United States,-81.0563195,31.929099
142,985_Brendon,@barbz_8513 Yep thugger hurt me,"Bayou Cane, LA",United States,-90.7513285,29.6262785
4381,a_berennice,I HATE being sick! My eyes all watery and puffy _Ÿ_•,"Bethany, OK",United States,-97.641153,35.51249
706,A_Gee24,Iâ€™m still hurt from last night Iâ€™m not drinking no more,"Raleigh, NC",United States,-78.657837,35.8439812
747,a_mighty_wizard,@HelloKellyLink is that true _Ÿ_” I've been thinking about getting a gaming chair for my back/shoulder pain but do they not work or something,"Chicago, IL",United States,-87.732013,41.83358445
506,a_paskowski,Get well soon @FCHWPO _Ÿ™èâ˜˜ï¸è_Ÿ’_,"Fall River, MA",United States,-71.1486405,41.68610065
6120,A_richards1_,@mariahkellly Iâ€™d be fuckin sick,"Deptford, NJ",United States,-75.12367095,39.815139
1531,A_Writer_Guy,"Anyone have any good remedies to fix a sore throat/cough? I've tried different teas, vapor rub steam, cough drops. I m9ght literally cough myself to death. Please help!!!","Dove Valley, CO",United States,-104.8216325,39.5777215
4818,A_Writer_Guy,"Anyone have any good remedies to fix a sore throat/cough? I've tried different teas, vapor rub steam, cough drops. I m9ght literally cough myself to death. Please help!!!","Dove Valley, CO",United States,-104.8216325,39.5777215
2736,aah_athletix,"Feeing Iâ€™ll today, sore throat, mucus, allergies. Been drinking hot tea with ginger for the past couple nights, so Iâ€™d probably be sicker if I hadnâ€™t","Houston, TX",United States,-95.4464865,29.8384948
6146,Aaron_Smith_26,"Well, I thought I might get though winter without getting sick but,no such luck. Aches and pain in all joints, was extremely cold earlier and now hot with a fever.  _Ÿ_¨_Ÿ˜__Ÿ_®","Springboro, OH",United States,-84.232202,39.5538645
2878,aaronibal,I havenâ€™t gotten sick last year or this year I just watch as you all are dying,"California, USA",United States,-119.3066075,37.2691755
760,AaronOsbey,"If you donâ€™t believe, it can hurt you..","New Orleans, LA",United States,-90.011008,29.982601
590,aaustinstone,Saw my roommate and pretended I still had a sore throat and couldnâ€™t talk so she wouldnâ€™t try to make conversation,"Chicago, IL",United States,-87.732013,41.83358445
2225,abbysue_,"forever thankful for the games that have left me with a sore throat from cheering so hard and most importantly the ones that have brought me tons of memories. thank you, castle cheer...._Ÿ’™ https://t.co/t8M1Q7P5IV","Newburgh, IN",United States,-87.403009,37.95796725
990,Abi_Brown22,Iâ€™ll be so happy when Iâ€™m not sick all the damn time. _Ÿ™ƒ,"Joshua, TX",United States,-97.38601065,32.46336
5397,abigailhotzel,IM GETTING SICK NO NO NO NO NO,"San Diego, CA",United States,-117.1049892,32.8100122
6070,aborengasser,There you go projecting again. You and your party are the embarrassment. You and Dims lie with the Russia  collusion to destroy the President &amp; now have no shame dragging out a nasty immoral woman whose life is in bed with the devil and pretend your righteous. You &amp; Dims are sick https://t.co/VjPl4ON5yU,"Broken Arrow, OK",United States,-95.7701948,36.0393055
4234,abrewi3010,@710dot9 @ArthritisFdn @ArthritisIntro Hope you have safe and pain free travels!,"Boise, ID",United States,-116.238001,43.598033
2710,abscisicacid,do i have a sore throat bc of a potential cold or are allergies making her appearance???,"West Lafayette, IN",United States,-86.9299805,40.4590815
1591,actualgayrobot,I lost my meds &amp; my body is sore &amp; my throat hurts rip,"Gilbert, AZ",United States,-111.7385665,33.29521475
5413,AdamGewanter,@SamGrothTennis Get well soon!,"Henderson, NV",United States,-115.0383369,36.006256
8218,AdorarMehh,They coming back to back_Ÿ˜› Iâ€™ll never hurt again _Ÿ’¯ https://t.co/vJCNHzLHi2,"Mobile, AL",United States,-88.1615555,30.683649
3369,adownie,"You know what sucks? When you get that throat thing that makes you cough ever 5 minutes, or so, you can feel tourself starting to get achy and your hair starts to hurt...  Thwr be illness coming. #DontWannaBeSick","Illinois, USA",United States,-89.2665075,39.7393005
8896,Adriaan__98,Im getting sick _Ÿ˜_,"Palmdale, CA",United States,-118.125196,34.583629
3185,advo_manda,"My dinner is cold, but when hubby comes home from work with a fever (again) 103.4, thatâ€™s my top priority. Now, time to eat my cold fast food. _Ÿ_¨","Alabama, USA",United States,-86.6807375,32.576227
9675,aewenstrand,"@IngrahamAngle They may. We are responsible for 10% of world exports, a global trade war will hurt us a lot. 2/3rds of our domestic steel consumption is covered by domestic production. There isnâ€™t much to gain.","Manhattan, NY",United States,-73.9685415,40.780709
6144,aferrara3,THE FUNCTIONAL HYPOTHESIS ON BACK PAIN  AN ORIGINAL PROVABLE  VETEBRAL ALIGNMENT HYPOTHESIS   https://t.co/TkLPE6n0sA https://t.co/fTkelG0Twq,"Boston, MA",United States,-71.0887125,42.3136695
9636,agalrak,@brittanyyyyyf IM SAYINNNN iâ€™m sick n tired of these ugglass tolls,"Falls Church, VA",United States,-77.1719965,38.88428135
811,aIexylo,I need to stop letting myself get my feelings hurt so easily dhsjkakak,"Hemet, CA",United States,-116.9899205,33.7293783
4588,AirborneChick,"@moralinjuryblog @pdp504 @gregolear Did you ever see the movie ""300""? About Sparta and the stand against Persia? There is a scene where Persia marches in this huge monster, chained, oblivious to pain and homicidal to the point of not even caring about killing it's own Persian ""allies"". NK is that monster 1/","Mableton, GA",United States,-84.5634145,33.8113159
6532,airismile,i was hella depressed last night and i woke up really sick COINCIDENCE????????? tbh probably,"Texas, USA",United States,-100.0768885,31.1688935
2110,airplanetalk,@rachaelgriffin6 Take care and get well soon!,"Florida, USA",United States,-83.804475,27.698682
4893,ajebuuutter,@vickiee_bae Sick _Ÿ_®_Ÿ˜·_Ÿ˜‚,"Georgia, USA",United States,-83.1738665,32.6782075
1974,Ajnarciso_,Sore throat _Ÿ˜_,"Los Angeles, CA",United States,-118.4119065,34.0207895
765,AJonsonArt,"""Don't"" by Isobel Anderson ""There's always hope, There's always light, Just like there's always pain dragging at your side.""#isobelanderson #music #logo #graphicdesign #art #design #typography #illustrator #vector #adobe #ajonsonart #artistsontwitter #designerontwitter https://t.co/rKVZ1odxdO","Fontana, CA",United States,-117.4626981,34.1081607
5942,akborough,@Varneyco you should look at a company called. bio electric Corporation BIEL. They have a pain Relief device that could solve the opioid crisis their device would be used in place of addictive opioid medicine #maga @usa @FoxNews @FoxBusiness @realDonaldTrump @seanhannity,"Virginia, USA",United States,-79.420865,38.0033755
4118,akers_aubrey,@Akersssss well I have a sore throat so itâ€™s prob not from the shot,"Leesburg, FL",United States,-81.852456,28.8053205
9831,alaynag85,"ouch, i guess this does hurt more than i thought","Princeton, KY",United States,-87.87430605,37.101953
3491,alaysiaalma,Most of you guys are sadistic as hell  and don't even realize you're regularly inflicting pain on people and other living beings to entertain yourselves.That isn't okay .No form of sadism should be normalized ..cut it out plz .,"Houston, TX",United States,-95.4464865,29.8384948
649,aleciampaglio,"I get married in 4 days and my body is falling apart. My throat is sore &amp; Iâ€™m coughing, I pulled a muscle in my neck/shoulder, and my face is breaking out like a 13 year old. BE BETTER BODY, BE BETTER! #4days #imfallingapart","Prescott, AZ",United States,-112.4555298,34.569472
1523,aleciampaglio,"I get married in 4 days and my body is falling apart. My throat is sore &amp; Iâ€™m coughing, I pulled a muscle in my neck/shoulder, and my face is breaking out like a 13 year old. BE BETTER BODY, BE BETTER! #4days #imfallingapart","Prescott, AZ",United States,-112.4555298,34.569472
1095,Aleelove21,Pedro said to take a shot of Whiskey _Ÿ¥ƒ for this damn sore throat,"California, USA",United States,-119.3066075,37.2691755
4733,AlesiaCato,@waltshaub Get well soon!,"Kansas City, MO",United States,-94.5592817,39.1000485
8832,Alex_Witkowski,"@dotMorten @davidortinau @rightincode @brianlagunas I'm with you. Bad message because XAML-people will be scared that they will have to use CSS and CSS-people will be hurt when @xamarinhq discontinuous support. And the message is for one more time not clear that it is optional to use and everything can be done in XAML.","Bellevue, WA",United States,-122.1497682,47.5978564
505,alexhackney,"@samijwalker Well, get well soon!","Flatwoods, KY",United States,-82.7289125,38.517286
3509,AlexisGrc19,Whoâ€™s got tips/remedies for a sore throat?!? _Ÿ˜·_Ÿ_’_Ÿ˜©,"Milwaukee, WI",United States,-87.9672925,43.05672225
2292,alexisnicole165,In neuroscience today I learned that not only are prairie voles really cute but they cuddle after sex and are hurt when their partner cheats on them #FunFacts,"Indiana, USA",United States,-86.441236,39.7665555
3555,alexmoreno__,A stranger is delivering my flu medicine to me. Welcome to 2018. https://t.co/wwdiXDo0bT,"Dallas, TX",United States,-96.7617535,32.8198585
556,AlexPg__,@FCHWPO get well soon bro prayers UP _Ÿ™è_Ÿè_,"Bronx, NY",United States,-73.8494415,40.8503475
2682,alexxmarieeee,This sore throat will be the death of me.,"Madera, CA",United States,-120.0638292,36.9637405
5021,alftheape,@RomanAtwood @_little_britt_  @RomanAtwood get well soon britt we love and hope all is getting well! You are my favorite and great never forget that.,"Pennsylvania, USA",United States,-77.604684,41.1179365
7719,algaspam,sick of this traffic,"Plainview, NY",United States,-73.47405,40.7835165
4505,aliceXjoey,@evajan23 My feet weren't sore until the next day_Ÿ˜….Anxiety is a bitch. WhenI posted on my story about that 1 car accident I literally was about to cry&amp;I just wanted to run&amp;get away from the bus i was on but it's all about picking urself up.Tbh i dont msg ppl either so dont feel guilty lol,"Oxnard, CA",United States,-119.165389,34.181956
1021,AliLanyon,"With the flu declining, a few new concerns made the list this week including seasonal allergies and Fifth disease. #27Daybreak #WhatsGoingAround https://t.co/PdEzE84w4w","Pennsylvania, USA",United States,-77.604684,41.1179365
6182,AliMAlmanza,"Well it isn't gonna hurt either, Ronald. Let us live!!! https://t.co/nQ0g9ZsiiF","Houston, TX",United States,-95.4464865,29.8384948
1699,alina_potts,"â€œWe tend to put historical events in boxes... when it is more of a conflagration.â€ù #War, #disease, #19thAmendment (only 98 years ago!) https://t.co/dy6qUJITez","Washington, DC",United States,-77.0143985,38.89860285
2667,ALL4theLUVof_LT,"Iâ€™m confused as to why yogurt is banned in ever country but the US , because itâ€™s unhealthy but Americans sell it and still keep marketing it as healthy?? Its all sugar fam! Any good bacteria in it is destroyed by all the sugar in it ! _Ÿ___Ÿè_â€çâ™€ï¸è_Ÿ’¯_Ÿ_·_Ÿè_â€çâ™€ï¸è","Kansas, USA",United States,-98.319925,38.49819605
363,allaboutmsdiva,"Every time I catch a cold, it starts with a sore throat. â˜_ï¸è","Detroit, MI",United States,-83.099288,42.3527865
674,allaboutmsdiva,"Every time I catch a cold, it starts with a sore throat. â˜_ï¸è","Detroit, MI",United States,-83.099288,42.3527865
6688,AllergyHealth,@weitelei exciting #Microbiome news: metanalysis found probiotic supplementation 8 days prior to trivalent flu vaccine boosts seroprotection response in sick and well adults of all ages. Now we need to try this in children with microbiome analysis! #AAAAIWAO18 https://t.co/V8UViPWP7H,Orange County Convention Center South Concourse,United States,-81.4623785,28.42695819
982,allhailandri,Why are people slandering Bruno Mars??? Iâ€™m sick,"Coral Gables, FL",United States,-80.271087,25.6994485
183,allicatnicole,"Ok virus, Iâ€™m giving you one more chance. I need to wake up feeling DANDY tomorrow. Not snotty, not congested, not with a sore throat, not with sinus pressure... just. dandy.","Covington, KY",United States,-84.5170768,39.0299405
3771,AlliPaige2015,"Everyone send prayers to my little @mflowers_10 as she has nasty food poisoning _Ÿ™Å Get well soon, Little! Love you!","Indianapolis, IN",United States,-86.1429225,39.7795625
1190,alllexdrago,leos are naturally prideful and full of life (which can often be mistaken for being vain and self centered) but we canâ€™t help it we just love ourselves and want to share it with the world !!! however behind all that ego our feelings can be easily hurt even though we hide it well,"New Jersey, USA",United States,-74.7243235,40.0730405
2551,allstartat2,"Been in a lot of pain all night heading 2 shands 2 get it checked out,if I had a  appt with U 2 day please send me a text or dm me on here &amp; Iâ€™ll get with u as soon as I get well &amp; back at the shop .. thank you everyone for the well wishes,hope yâ€™all have a great day_Ÿ™è_Ÿè__Ÿ™è_Ÿè_","Florida, USA",United States,-83.804475,27.698682
2449,allthatgas,Everybody trynna hurt you. But you canâ€™t let everybody hurt you,"Los Angeles, CA",United States,-118.4119065,34.0207895
625,ally_cat52,YOOO my throat hurts. Someone bring me ice cream and cough drops and I'll love you forever!!!,"Iowa, USA",United States,-93.38986395,41.9382285
2850,allywalker1,This is interesting....and sick. https://t.co/6qbxHCcu1k,"Los Angeles, CA",United States,-118.4119065,34.0207895
2025,AlmightyyMills,Its officially been a year &amp; it still doesnt feel real. I love you so Much bestfriend â™¥ï¸è you really hurt us w/ this one . Its safe to say you left that impression on me _Ÿ___Ÿè_ one iâ€™ll never forget . Iâ€™m happy I was able to meet you forever in my heart #LongLiveMoody_Ÿ˜‡_Ÿ‘__Ÿè_ https://t.co/ZC2pjFhBF2,"Chicago, IL",United States,-87.732013,41.83358445
3513,alohaimcait,When your sore throat is slowly killing you but nobody around you cares &lt;&lt;&lt;&lt;&lt;&lt; https://t.co/NLhVLjo2hS,"San Marino, CA",United States,-118.1149715,34.121286
3583,Alontiax0_,Im sick af &amp; I been smoking every time I inhale my throat be on FIRE wdf,"Stamford, CT",United States,-73.554097,41.0983345
1440,alora,"I feel like Scotch should be good for a sore throat. But I tried that, and it didn't work. I'm pretty sure it wasn't a lack of sufficient quantity. Clearly I need another remedy. I've really had enough of it.","Austin, TX",United States,-97.75472415,30.3233457
8639,Alotlikekat,@420hunty lowkey hurt u didnâ€™t tag me in this lmao https://t.co/ZVHtfE0nFx,"Tracy, CA",United States,-121.436217,37.72334995
50,aly_duzik2,@AllieClaxton5 Do you need me to bring you some extra strength cold and flu Advil and pedialyte? Thatâ€™s the only thing that got me through,"Texas, USA",United States,-100.0768885,31.1688935
2079,alysiaamack,seems like these cramps get worse each time,"Georgia, USA",United States,-83.1738665,32.6782075
1756,AlyssaFafel,"Shitty way to end an exciting rookie season, get well soon @BBoeser16 https://t.co/5U4kC5Eo7x","Swampscott, MA",United States,-70.906327,42.475527
2104,alywalton,Your love is my medicine,"Broomfield, CO",United States,-105.0722312,39.9472495
3095,AlyxFawn,Bingeing those Girl Scout cookies was a bad idea. Sore throat city _Ÿ‘‹_Ÿè_,"Dana Point, CA",United States,-117.6887694,33.4696342
5414,amandaA96527697,im felling sick and tired,"Bonifay, FL",United States,-85.684254,30.7837935
2610,ambersweiss,my dog is sick and itâ€™s the worst feeling in the world :(,"Katy, TX",United States,-95.824553,29.78399575
3103,ammarachaudhry_,When you get the cough and throat infection. :D https://t.co/sCqG1gRHfT,"West Hempstead, NY",United States,-73.6500095,40.69756
1363,AmmyTuwa,Day 3 of no headache and I'm almost ready to do a happy dance! _Ÿ’ƒ_Ÿ•º_Ÿ˜Å After 5 months of dailyâ€_ https://t.co/q3KKuJu6xx,"Virginia, USA",United States,-79.420865,38.0033755
1970,amywilson,@aaronvandorn Also I hope his dog is ok. He loved that dog so much. And the dog was a huge pain in the ass.,"Jersey City, NJ",United States,-74.06666295,40.7180015
