"","screen_name","text","place_full_name","country","lng","lat"
"1060","RodriDannytza","I Feel better all week, decided to go to work, pain just appears 🤦🏻‍♀️ the universe is talking to me 🤷🏻‍♀️","San Francisco, CA","United States",-122.4359785,37.7706565
"1078","DynamicFilmz","Cause see the pain in my heart but I always smile.","Suitland, MD","United States",-76.9212315,38.848156
"1087","topticketsusa","“We live about 70 years or, if we are strong, 80 years. But most of them are filled with hard work and pain. Then, suddenly, the years are gone, and we fly away.”
Psalms 90:10 ERV https://t.co/ql2m5VgUBh","Arlington, TX","United States",-97.1356375,32.70185
"1107","buickregal","@gonzotrucker God bless. I know you and his family are in pain.","Norfolk, VA","United States",-76.255686,36.895082
"1123","bcloritts","Has the Evangelical support of Donald Trump hurt the multiethnic church:

https://t.co/8v7ij2rGGj","San Jose, CA","United States",-121.8737305,37.331159
"1186","JadaJuice_","A woman’s menstural cycle is nothing but the devils work... at this point I need reparations for my pain and suffering 😩","Des Peres, MO","United States",-90.4495815,38.593522
"1188","sunnysaverage","I need to stop leaving early when my manager asks 😭 I saw my check today &amp; my feelings were hurt. https://t.co/sVBzrLWGsl","Norfolk, VA","United States",-76.255686,36.895082
"1190","alllexdrago","leos are naturally prideful and full of life (which can often be mistaken for being vain and self centered) but we can’t help it we just love ourselves and want to share it with the world !!! however behind all that ego our feelings can be easily hurt even though we hide it well","New Jersey, USA","United States",-74.7243235,40.0730405
"1234","Smoke_A1","@CarlosRich1 Boy been hurt for years now.  Dam I was so happy to see him play against Bama now it's like dam","Florida, USA","United States",-83.804475,27.698682
"1261","_toniann_marie","Can’t wait to be back home and baby cuz man this pain got me feeling like the biggest baby","Pennsylvania, USA","United States",-77.604684,41.1179365
"1264","ItzMcDonaldFor3","She say her back hurt? Rub her booty.","Chicopee, MA","United States",-72.5702365,42.1713474
"1274","macmaun","Being loyal gone bring you pain.","Tyler, TX","United States",-95.31704,32.3156615
"1286","RozayyASnob","I just need some Zyrtec for these allergies and Advil for these cramps. And I promise I won’t be a bitch 🙃","Atlanta, GA","United States",-84.433106,33.7671944
"1313","clucretia","Is the high ever worth the pain? Referring to break ups, hangovers and burning your mouth on food.","Manhattan, NY","United States",-73.9685415,40.780709
"1329","iStay1up","@Djbeatdatthang @ChickfilA Noooo the hurt","Tampa, FL","United States",-82.44269375,27.9965945
"1331","Lakeyha_","My head hurt","Pleasant Hill, IA","United States",-93.4963192,41.576534
"1348","thatchicksarahi","holy shit that hurt but god damn 😍","San Antonio, TX","United States",-98.5406515,29.417501
"1363","AmmyTuwa","Day 3 of no headache and I'm almost ready to do a happy dance! 💃🕺😁 After 5 months of daily… https://t.co/q3KKuJu6xx","Virginia, USA","United States",-79.420865,38.0033755
"1367","elianajaimez","They say true loves the greatest weapon to win the war caused by pain","Racine, WI","United States",-87.8241255,42.738643
"1370","saarraaahhh_ok","You're a total pain in the ass but like where do you think you're going","Herty, TX","United States",-94.6597945,31.364535
"1439","menardharlie","@BeauRichard @maci_lyn_magnon Hmm didn’t seem like a joke 🤨 no ones but hurt but you right beau! Have a great day 😘😘","Scott, LA","United States",-92.1123075,30.2395025
"1482","JrHasanali2512","@SportsTalkJo3 Lol bro he was 4/8 had18 along with 9 assists and Hodges scored one more point then mj ......this dude mad dumb ...yea mj had a bad game .....look at game 6 was tho 33 points 13 assists and 6 boards 3 steals 2blocks....meanwhile pippen got hurt and played one min game 6...","Manhattan, NY","United States",-73.9685415,40.780709
"1504","sfpathe","Past DC residency didn't stop Laura Moser from making the #TX07 runoff, but could it hurt other Democratic candidates? W/ @bridgetbhc 
https://t.co/U5ohJJm9zz","Washington, DC","United States",-77.0143985,38.89860285
"1518","hollyoptix","@BobCaspy @GDThor1 @WNYRN @politialyc @milesofsmiles25 @MarciaBunney @AntiGOPActivist @ommatid @dwatercolors @SagArcher @rugbynred @JJohnson2u @bettypge69 @KalenaAnna @DumpTrump808 @TDeLynne @BreastsR4babies @never_martha @CitizensFedUp @AVestige1 @PamelaGlasner @My_Eyes__Only14 @photonjeff @62WalterP @SassanVarasteh @AsperGirl @MrsAmy47 @CarolleeLovesU @spiritmoon7 @dawnresist @MamaRose2017 @Mickey_X @Sbuttsie @embeessem @12Fathers @PoisonIvyResist @Kokomothegreat @BearmanShannon @Kimmi1965 @LaurasBlue @ATL_midtown_Ken @dmcfa001_dave @_WeThePeople1st @mimix3 @TheReal_MrBorne @msfabu @__RedLily__ @ninibop3 @AMluvinit2 @Bella_ofA #TrumpTrollEnjoySmellingTheTrumpsShorts‼️ You looser #YouLickShortBusWindowsInRussia #SiberiaIsVeryCold  Bet yo young ur is so so u can’t touch w a powder puff😂#PutinTrumpStink yo 👃 hairs be singing! 😂😂😂😂 Oh a bung hole gotta be hurt about now! https://t.co/5AcHlsR2EU","Georgia, USA","United States",-83.1738665,32.6782075
"1520","CaitlinRicci","@kputhsrevenge Absolutely. No one asks to be hurt like this and no one deserves it.","Missouri, USA","United States",-92.4367735,38.3045585
"1551","brittneystone23","When you’re feeling this much pain, don’t be surprised by yourself when you realize what you’re willing to do in attempt to make the pain go away.","Missouri, USA","United States",-92.4367735,38.3045585
"1569","mfuhrman1","@xLiserx I work in an industry where women have a seat at the table. That’s good. In your case male chauvinism amongst police &amp; firefighters has to be a royal pain in he ass. Good for you to keep going!","Chesterfield, MO","United States",-90.5812485,38.651687
"1610","brisweatshirt","I’m protecting myself from getting my feelings hurt again so if you think I’m fucking wrong then you got mf issues","Newport News, VA","United States",-76.5078085,37.090301
"1618","TANNlTH","day 8- take my pain away by @Anarbor its not really ABOUT drugs or alcohol but it compares love to being high so it counts","Columbus, OH","United States",-82.98577205,39.9946835
"1620","TheyHateKaay","These Cramps Kicking My Ass","Houston, TX","United States",-95.4464865,29.8384948
"1628","brianvlasak","When you’re in pain, chaos can feel like the safest refuge. || Feminist Writing from the Deep South of Florida #AWP18","Tampa, FL","United States",-82.44269375,27.9965945
"1635","arnaud_pain","@RonOglesby @myCUGC You missed Tampa one 😉","Tampa, FL","United States",-82.44269375,27.9965945
"1676","ItsJayeBeauty","You know how you telling someone something and you can tell they don’t give a damn so now your feelings hurt and you dont wanna talk to them no more......","Dallas, TX","United States",-96.7617535,32.8198585
"1677","pechilvr","@headdock @chronicpainwar @StefanKertesz @LelenaPeacock @FiveOhFour @MoogieMonsters @03_jensen @JordanTishlerMD @emergVictorious @pamelakarnbach @Peter_Grinspoon @zorapanina @vickicoast @a6a250e936ac4c7 @Shasta77777 @merlinidlehands @JWhelanRN @AvaSkovdottir @TheRealCAWshow @RainWalkWithMe @Deeenst @shelley_bean60 @observerfellow @RobertDRoseJr1 @StaceyF62 @Pharmaciststeve @DanLairdMD @dr_ziegler @ravensspirit68 @TheRebelPatient @PatrickDoyle_35 @DavidNathanMD @humansunil @NORML My new favorite sentence “A patient with #PAIN from a cancer etiology has NO different physiology than a patient with pain of NON CANCER etiologies!” Sure would love a list of those NON CANCER etiologies would &amp; SHOULD HAVE been a start for Congress before issuing CARA1 &amp; 2 #pain","North Carolina, USA","United States",-79.86103375,35.1704985
"1696","firefighter89","@Spencer_Chase I so feel your pain as I sit here waiting on video!","Nebraska, USA","United States",-99.6809025,41.5007293
"1709","Sallan_Found","Trump’s tariffs will hurt all of his beloved fossil fuels https://t.co/2hPhTMevFr","Manhattan, NY","United States",-73.9685415,40.780709
"1729","123royz","The pain changes people, so, if you don’t want your partner to… https://t.co/Vwwkgh8TCj","Philadelphia, PA","United States",-75.117998,40.0048655
"1806","JennyHatch","Liberals are STILL “thanking Obama” #JobsReport #maga I am LAUGHING SO HARD my guts hurt...… https://t.co/V18Io6cZQV","Longmont, CO","United States",-105.1122165,40.1659305
"1830","zariahann_","I got a cold, cramps outta this world and my MacBook still not here. Jesus be a fence https://t.co/6VBu1assYe","Warren, OH","United States",-80.8172444,41.2353315
"1843","ruthznuss","@_sashayed @munoz_joel OMG @bonniereilly100 when you hurt your neck last year","Mountain View, CA","United States",-122.0814425,37.39685295
"1851","_sunn_childd_","~in the night she’s dancing to relieve the pain~ https://t.co/w5uT6i95ht","Wichita Falls, TX","United States",-98.5200567,33.92642
"1862","shelovekj","All this pain can't break me","Lebanon, TN","United States",-86.3214935,36.207541
"1864","TinaBean22","This headache is fucking awful","Norfolk, VA","United States",-76.255686,36.895082
"1887","Hulkster_21","@Snoowwflakeee OH NO!!!! I really really hope she’s going be ok and is not seriously hurt. I know exactly what you mean. My dog did the same and got struck by an 18 wheeler. Got struck buy every tier on one side of the truck. He didn’t make it. So I really do hope she makes it is the saddest.","Napa, CA","United States",-122.306264,38.2970715
"1904","heydusti","Ortho gave me a steroid shot right in my knee, which hurt almoat as bad as an epidural. But I am expected to be back to full capacity by Monday!","Nebraska, USA","United States",-99.6809025,41.5007293
"1911","Keeciax","My wrist hurt so bad","Dallas, TX","United States",-96.7617535,32.8198585
"1965","RileySRafferty","It’s been 1,095 days since I last saw Title Fight. When will this pain end. When will my love return.","Westminster, CO","United States",-105.068348,39.8992865
"1970","amywilson","@aaronvandorn Also I hope his dog is ok. He loved that dog so much. And the dog was a huge pain in the ass.","Jersey City, NJ","United States",-74.06666295,40.7180015
"1971","Simplyy_Steph","It’s crazy to think 2 years have passed by in the blind of an eye. Yet the pain of missing you only deepens each day. I miss you with all my heart and I love you so very much daddy ! ❤️ #3-9-16 https://t.co/kIGYSb9fXU","Santa Ana, CA","United States",-117.8874385,33.739992
"2000","mlfoley","@superaleja My feelings are hurt.","Northampton, MA","United States",-72.67272195,42.3321275
"2003","MATTTORNTORE0","@Adeeby_Wonder The depth can't hurt and it's not like we signed him expecting him to be our savior. Seems low risk to me.","Ames, IA","United States",-93.6393635,42.0325065
"2015","youngmadison7","Laying down flat on my back was the one thing that DIDNT hurt me and now it does so I'm frickin upset and going to throw a fit now.","Oklahoma, USA","United States",-98.71699175,35.3090465
"2023","GregCipes","Men cannot stop the Third World War. It is not in their cells.But women can.A man can love a child,but he doesn't go through the labor pain.The solutions on this Earth are not in the hands of men.The solutions on this Earth are in the hands of the woman,in the psyche of the woman https://t.co/z0hr4P9jo4","Los Angeles, CA","United States",-118.4119065,34.0207895
"2025","AlmightyyMills","Its officially been a year &amp; it still doesnt feel real. I love you so Much bestfriend ♥️ you really hurt us w/ this one . Its safe to say you left that impression on me 🤞🏽 one i’ll never forget . I’m happy I was able to meet you forever in my heart #LongLiveMoody😇👼🏽 https://t.co/ZC2pjFhBF2","Chicago, IL","United States",-87.732013,41.83358445
"2042","Niskannon","“Look, I've been through so much pain and it's hard to maintain, any smile on my face, cause there's madness on my brain”","Emmitsburg, MD","United States",-77.3342235,39.696039
"2045","MsColetha","You were hurt by Others
Don't hurt… https://t.co/yMXD3EZcjG","Bryn Mawr, WA","United States",-122.2433328,47.49270705
"2063","michaelhorner65","Hopefully, NK wouldn't do anything to Trump. I dislike Trump but I wouldn't want any president killed or hurt. #theview","Houston, TX","United States",-95.4464865,29.8384948
"2068","DayaWaya","The worst part is knowing someone was in pain before they passed away.","Tampa, FL","United States",-82.44269375,27.9965945
"2079","alysiaamack","seems like these cramps get worse each time","Georgia, USA","United States",-83.1738665,32.6782075
"2126","jonny_pain","Flashback Friday! To when I decided to take this seriously! Featuring makeupartist_joceline… https://t.co/Fb3ggWLBJx","Dallas, TX","United States",-96.7617535,32.8198585
"2151","BlindScottBos","@Fluffy_mn_dave @uhbroncofan @benmaller @DannyGradio @Eddieonfox @JustinVance9314 @Walls_Robbie The guy gets butt hurt because I see the obvious that the military sucks and it's full of idiots.","Boston, MA","United States",-71.0887125,42.3136695
"2156","EggstentialDoom","Ohhh I could start making and selling “I ❤️ Pain” t shirts","Florida, USA","United States",-83.804475,27.698682
"2182","TheMingLee_","“The worst kind of hurt is betrayal, because it means someone was willing to hurt you just to make themselves feel better.”","Akron, OH","United States",-81.5167515,41.0808775
"2185","RebekahTaylor08","I came to get hurt might as well do your worst","Mississippi, USA","United States",-89.876449,32.571032
"2188","breonnaleigh_","Thoughts &amp; pain that NO ONE would EVER know. https://t.co/EvWsc6n5kf","Huntsville, AL","United States",-86.61141135,34.7060267
"2196","ckrumpe","@LibbySchaaf You need to go to jail for endangering law enforcement of our country. Your goal of protecting the immigrants that hurt citizens and law abiding immigrants is wrong and disgusting to America. You broke the law. Your turn for proper punishment.","Carmichael, CA","United States",-121.31872215,38.641305
"2211","Mr_SnootyFoxx","@Big_Moe_88 My whole check is gone too. I feel your pain.","Cleveland, OH","United States",-81.7054672,41.4959395
"2220","erin_silva97","I’m sad because I wore my favorite boots to work and apparently my feet grew recently because now they don’t fit and are too tight. And my feet hurt so bad, and I could be working until like 5pm😅😅","Providence, RI","United States",-71.42183225,41.817084
"2292","alexisnicole165","In neuroscience today I learned that not only are prairie voles really cute but they cuddle after sex and are hurt when their partner cheats on them #FunFacts","Indiana, USA","United States",-86.441236,39.7665555
"2294","AubreyAF_","Atlanta drivers give me a headache 🤦🏽‍♀️","Atlanta, GA","United States",-84.433106,33.7671944
"2307","tmj_NHC_NURSING","Join the Department of Veterans Affairs team! See our latest #job opening here: https://t.co/US4Zfz0wIO #Nursing #WhiteRiverJunction, VT #Veterans #Hiring #CareerArc","White River Junction, VT","United States",-72.323979,43.6514025
"2338","zmansteven","@garyharris_wvua Yea i c ur point! Kids over seas go play pro ball at extremely young ages, so i get that some players dnt wana go to college! If ur good enough then more power to u! Probly hurt the fans more than anything not getn to c these big time plyrs play for their school!","Alabama, USA","United States",-86.6807375,32.576227
"2403","fuckya_pay_us","A fatal attraction is common, and what we have common is pain, I mean you need to hear this","Inniswold, LA","United States",-91.06645975,30.3878805
"2436","aubry_noel","Girls that don’t get cramps are so freaking lucky 😭😭","Joliet, IL","United States",-88.1425115,41.51955585
"2448","tmj_cae_physici","See our latest #Columbia, SC #job and click to apply: Physician - Physiatrist - Pain - https://t.co/1cM5bor4Sf #Physician #Veterans #Hiring #CareerArc","South Carolina, USA","United States",-80.926628,33.6311395
"2449","allthatgas","Everybody trynna hurt you. But you can’t let everybody hurt you","Los Angeles, CA","United States",-118.4119065,34.0207895
"2455","DanaDiSandro","This is happening all over this country. What is wrong with us? This will hurt the economy bigly. 

Making America great again, one ruined family at a time https://t.co/q3KxxC5aQs via @BostonGlobe","Pennsylvania, USA","United States",-77.604684,41.1179365
"2469","BLOWthisJAE_","your level of activism is determined by the amount of pain and violence you have endured.","Chillum, MD","United States",-76.9771185,38.9655517
"2482","drewkub83","@NoLayingUp Really puts into perspective how much pain he was playing with.","Fruitville, FL","United States",-82.46902295,27.3331457
"2551","CatalinaGalipo","“You forget the pain when you see the payoff.”","Orlando, FL","United States",-81.36777265,28.50167835
"2573","madfrantz","Only GOD can heal the pain you’re feeling. Only GOD can fill hose empty places in your heart. Only GOD can satisfy your every need. If more people knew and understood this, the world would be filled with hope and people wanting to share it with others.","Ohio, USA","United States",-82.66946745,40.3651595
"2613","MermaidVictoria","my feet hurt sooo bad 😭","Houston, TX","United States",-95.4464865,29.8384948
"2631","sirdibbydukes","@DolfanZay3504 @zoeveli Waiters saved us a lot last year n we faded down the stretch when he got hurt. You can’t deny that at all.","Oakland Park, FL","United States",-80.15682585,26.1799204
"2686","Shorty1744","@Ives_Baseball @MozAlgorithm @MozAlgorithm2 Love his stories and everything he says is on point.
So disappointing people have to get so butt hurt because he has a successful account.","Illinois, USA","United States",-89.2665075,39.7393005
"2703","Sutton75","@Boyd_2650 And had already hurt our construction and manufacturing jobs.","Oakland, CA","United States",-122.2286855,37.7919941
"2727","clavinDC","@rwags614 You're pun just gave me a headache behind my eye","Los Angeles, CA","United States",-118.4119065,34.0207895
"2742","SENSAYSYD","@RellieRelz ME WAKING UP GOING THRU THE PAIN @ 4AM LMAOOO https://t.co/ojXVUf0WDi","Manhattan, NY","United States",-73.9685415,40.780709
"2842","xthree","Glad I made it out of bed this morning to take a stroll. The pain was real. Feeling good after a good stretch. Easy five today and then I’m trying to decide on hiking 8-18 tomorrow.","Hermosa Beach, CA","United States",-118.39722255,33.8648367
"2860","notjacobroux","@maryzelmanski Use a foam roller after, you won’t feel any pain in the following days","Plymouth Township, MI","United States",-83.4898095,42.372629
"2914","kenz_emrich","@alyssajacques14 @xbrittanye The first time I had to take them out because I found out I was pregnant and they hurt sooo bad. Second time and they’re healing good and it didn’t hurt any worse (which I expected it would because of scar tissue)","Phoenix, AZ","United States",-112.1246767,33.5528626
"2949","Briittt20","I swear everyday I come to work I get a headache from all the bullshit going on","Illinois, USA","United States",-89.2665075,39.7393005
"2950","_AnCapone","When you choose cramps over $10.00 Midol 🙃🙃🙃","Manhattan, NY","United States",-73.9685415,40.780709
"2981","briandaaaaaaa","@athziryannali Dude I lost like 10lbs when I first got them cause it would hurt to eat! They told me 2 years and it’s been more, good luck ! https://t.co/ElzMi0QQnS","Phoenix, AZ","United States",-112.1246767,33.5528626
"3000","queencamrynnn","Hurt people , hurt people 🤧","Shreveport, LA","United States",-93.809434,32.461107
"3027","mchohan","@bilalfast I do about Haqqani will do about new Ambassador, my posts are read world wide by patriotic Pakistanis and they love me for inspiring them .. if you don’t agree please unfollow me , such remarks hurt ..","Edison, NJ","United States",-74.377998,40.5387865
"3068","JessicaWildWest","And son your going to learn not to lay your hands on or intentionally hurt a girl ever again after I’m through with you. Oh and mentally degrading them is just as bad. You don’t deserve love or anyone who will ever love you. Fuckboy 🖕🏼","Morgantown, WV","United States",-79.94383735,39.6293146
"3084","PaulMoss70","@GlennClarkRadio What kind of contract do you think Terrell Pryor will end up getting? Read he got hurt week 2,never fully recovered after that. Would he be a better/cheaper option than Landry?I'd accept FA moves of him,Gabriel and one of (Graham,Burton,Eifert) going into draft","Oviedo, FL","United States",-81.187933,28.6575085
"3114","DougSloan","@devildoge9 But my opinion of Brady has nothing to do with his race &amp; you cannot prove otherwise because no proof exists. Youre tossing around absurd accusations regarding race because I hurt your feelings by talking ill about your man-crush TomBrady But you simply cannot defend your comment","Washington, DC","United States",-77.0143985,38.89860285
"3119","mrs_geisler26_2","@Tom_E_Angel @disgeisler Thank you! Tbh I’ve had to skip over 90% of the training for the last month. Just planning on doing cross training for the next 9 days and take the race @ an easy place so I don’t hurt myself more 😂","West Haven, OR","United States",-122.770673,45.517652
