"","screen_name","text","place_full_name","country","lng","lat"
"641","MilyVanilly","@theBobbyFish get well soon brother !  Can’t wait to see the comeback ! #ShockTheSystem","Washington, USA","United States",-120.882482,47.27302215
"643","chris_mccan","@FCHWPO that was a crucial fall, get well soon and glad to see you walk off.  #celticsnation is in your corner","Canyon Lake","United States",-98.275448974236,29.8849547356192
"651","TJmorrisonJr","Get well soon @FCHWPO 🙏🏻🙏🏻","Waltham, MA","United States",-71.2420715,42.394453
"659","JayBurgos10","Get well soon @FCHWPO","Boston, MA","United States",-71.0887125,42.3136695
"661","StephenLangsam","Jaylen Brown. Get well soon. You’re always a Golden Bear. #BOSvsMIN #bostonceltics #celtics #boston #calbears https://t.co/ScAGxvEkSS","Alamo, CA","United States",-122.013633,37.8548305
"663","ForM_Sway","Get well soon @FCHWPO","Santa Paula, CA","United States",-119.067407,34.3600145
"672","Jammeh_2","Prayers up for @FCHWPO get well soon🙏🏾 #Celtics #NBAonTNT","East Ridge, TN","United States",-85.2239735,35.0029665
"673","IanRoss4","Pray for @FCHWPO 🙏 Get well soon Jaylen","Manhattan, NY","United States",-73.9685415,40.780709
"675","JasonFDaniels","Get well soon, Jaylen.  That fall was absolutely terrifying.","Cedar Rapids, IA","United States",-91.68285425,41.97652795
"682","sdv_32","if you can shoot a prayer for @FCHWPO get well soon 🤞🏼❤️","Illinois, USA","United States",-89.2665075,39.7393005
"685","kingcinco912","GET WELL SOON JALEN BROWN💯","Country Club Estates, GA","United States",-81.45922205,31.20983025
"687","aubrieteixeira","Oh My God @FCHWPO get well soon💚💚💚💚💚","Dartmouth, MA","United States",-70.9600865,41.606259
"693","dphodges2334","I hope anyone who isn't feeling well tonight will get better. God loves His people and only wants what is best for them and I know feeling good is one thing He would want. Get Well Soon ❤ https://t.co/7srBQ16VTR","Dickinson, ND","United States",-102.77932955,46.880218
"710","jordanswanson91","@JaredLeto get well soon dad","Colorado Springs, CO","United States",-104.789327,38.8885185
"731","theprettychels","get well soon aubie 😘","Valley Falls, SC","United States",-81.9808645,35.00911925
"733","DannyMc39131838","Parkland teen who shielded classmates from bullets now in critical condition

https://t.co/kEsA2iwowf
  My wish and prayers to get well soon so he can join other living heroes of America.","Eugene, OR","United States",-123.12240145,44.065621
"736","debswim2010","Get well soon @EvanFourmizz","Belle Isle, FL","United States",-81.34542515,28.469859
"748","tellme_2","@FFS_Okeechobee Get well soon!","Port St Lucie, FL","United States",-80.3452625,27.30076495
"759","Hondushannon","Get well soon dear boy!! We need heroes like you!! https://t.co/aTSXwWFzs0","Weston, FL","United States",-80.4017248,26.10336205
"764","djelitetraining","@CJ_Clinkscales @AlexGray_3 Get well soon","Sugar Hill, GA","United States",-84.05501805,34.0934359
"785","ratbastarddm","@16BitEric Get well soon, Eric!!","Crossville, TN","United States",-85.04191805,35.95396155
"788","VijaySuryavans3","@aloksina @irrfank It takes a lot of courage to even share what you are going through in social media. There are many others like you who don't open up. Makes your heart lighter and better when you share and say things. Get well soon !","Novi, MI","United States",-83.494088,42.48158
"790","georgesadler","Get well soon @MarkCavendish !! https://t.co/rRzmUu6Zjq","Salt Lake City, UT","United States",-111.91702575,40.76580515
"801","ericnestor","@kayvonwebster get well soon, brotha. Love seeing you ball out! God bless","Pasadena, CA","United States",-118.131964,34.17731
"815","NellePierson","“Where are you from?” 
“Colorado” 
“What? Why are you here?”
“Because we’ve devastated the front range, the land, the water. and its going to get real bad real soon.”  
“Oh. Ok. Well I’ve been to Vail” https://t.co/ywVizbJJwL","Washington, DC","United States",-77.0143985,38.89860285
"822","cheftommyt99","@JaimieAlexander Get well soon. We need our Lady Sif ready to fight https://t.co/9lTIwBbIZM","Manhattan, NY","United States",-73.9685415,40.780709
"826","DeborahFoley20","@JaimieAlexander Oh you poor thing.  You look great though.  Get well soon.  Good thoughts coming your way.  😘  take it easy.","Omaha, NE","United States",-96.053431,41.275721
"842","LauraLLovett1","@Quinnqueens @SAF_9999 Hope you get well soon😷🌹🌷🌸🌼📷","Lake Zurich, IL","United States",-88.08962495,42.1950965
"857","poppunklmao","Ya okay! Get well soon!!! https://t.co/sP21c8oiWL","Richardson, TX","United States",-96.690937,32.9644845
"894","KarlaAkins","@KatTimpf Get well soon! https://t.co/3Eev746Nrb","North Manchester, IN","United States",-85.7744495,41.0065365
"907","paulieslim","@thunderrosa22 #KeepItOhLaLa

That means get well soon in HDF @hijodelfantasma","San Diego, CA","United States",-117.10498915,32.8100122
"916","doodadawg1","@BULLDAWGNATIVE Glad to hear things went well. Get well soon! 🐶🎗","Jefferson, GA","United States",-83.587732,34.1256065
"932","jonnelrivet","Ouch!!!! Get well soon and back I the bike, tape the rib https://t.co/JzWIGm02Z3","St Louis Park, MN","United States",-93.3694935,44.949067
"948","LittleRockWBB","We hated to hear that @Jarrius was unable to make it to today’s game due to illness. Get well soon, and we’ll see you Saturday! https://t.co/6Tc9zI0MO0","New Orleans, LA","United States",-90.011008,29.982601
"949","jcvol91","Get well soon from an Independent. #ImpeachNow https://t.co/5i93bu4dvm","Johnson City, TN","United States",-82.38821425,36.34474055
"950","tanyacash21","@kierisi @kierisi! Making me blush over here 😳😳😊☺️. Honestly feel so lucky to have you as part of the community, representing women in #rstats, technology, non-profits as well as video games! Thanks for being a part of it and here’s to hoping we get to meet face to face someday soon!","Cambridge, MA","United States",-71.112377,42.37819765
"952","bavery614","Hey @TomDaley1994! I’ve been sick all day and even ended up in the ER. A “get well soon” message might help me along to a speedy recovery! #canthurt","McDonough, GA","United States",-84.15114925,33.44242435
"963","ORCallen","Who says #cycling is easy?   Get well soon champ @MarkCavendish 👊👊 https://t.co/BNrpiWjefS","Manhattan, NY","United States",-73.9685415,40.780709
"973","slapshot2002","@cindymccain @SenJohnMcCain More power to him! Get well soon!","Houston, TX","United States",-95.4464865,29.8384948
"989","Faun_Fees","@okcthunder @FlyDre21 Get well soon miss watching you play","El Reno, OK","United States",-97.975903,35.522607
"1027","leftistwinemom","@kc_jr damn well i hope u get to see it soon it’s the best","Kentucky, USA","United States",-85.7682405,37.822244
"1055","Cowboybutch","@AlexandriaRae_ The worse! Get well soon tho","Knoxville, TN","United States",-83.9638415,35.9824705
"1064","marcahertz","@waltshaub You have my deepest empathy and sympathy.  This year's plague is like a Russian attack. Get well soon.","Colorado, USA","United States",-105.5508905,38.997936
"1131","HMATTHIAS","@WhoDoIOwe GET WELL SOON","Carmel, IN","United States",-86.1324485,39.9632495
"1142","Mr_MrsJbBrown","@TeamLegend_2015 Get well soon baby 🙏🏽💕","Covington, WA","United States",-122.10149755,47.370403
"1149","TrevGotti","@twolvesball @JoyTaylorTalks Overdraft fees suck. Get well soon.","Jamestown, NC","United States",-79.93324195,35.9926805
"1167","waltrich3","@JillKassidyy hope you’re back to 100% soon. Sending get well wishes","Waterloo, IL","United States",-90.14785505,38.33950165
"1168","Marie_Haynes","@dohertyjf Have had two episodes of ruptured discs in my life. With the first I took the time to learn HTML, CSS, MySQL and PHP and built my veterinary site. With the second, I built https://t.co/WXxFYDrfd1 and launched my full time SEO career. 

Get well soon John!","Portland, OR","United States",-122.63090815,45.53640175
"1175","Trends_SADC","Get well soon to Retired 5 Star General of Zimbabwe Defence Forces &amp; Vice President of Zimbabwe 🇿🇼 Constantino Chiwenga.

You are in our prayers.","Los Angeles, CA","United States",-118.4119065,34.0207895
"1178","franco_deidra","@wsvn Sending my prayers and love. Get well soon","Miramar, FL","United States",-80.3070642,25.9761239
"1185","Mstacocat__","Love you Pat get well soon💖 https://t.co/frPBrOcpEl","Houston, TX","United States",-95.4464865,29.8384948
"1206","theyeezymafiatx","@Maroonnyc @FedEx @CrepProtect @boostlaw87 @SneakerAdmirals @OhItsTeddy @Will23s @BoostGoddess @memo321445 @Thebigjackpot @adidasUS Ayyee, I appreciate you bro! Keep doing what you are doing and get well soon 🙏🙌💯 **#MaroonMafia","San Antonio, TX","United States",-98.5406515,29.417501
"1234","bluedrummajor","@JeremyBKENS5 So you have the flu?  Oh, no.  That's the worse.  Get well soon.","San Antonio, TX","United States",-98.5406515,29.417501
"1276","Lgazytyjsk","#InternationalWomensDay
#SheInspiresMe
💐You fill the world around with happiness, with your lovely voice and lively presence. 📹Now, that you are sick the world has become a gloomy place. Please get well soon.🐰 https://t.co/rmRqAGtyRz","Portland, OR","United States",-122.63090815,45.53640175
"1285","SimplyNahi","@thescript @TheScript_Danny Get well soon guys! Sending you all the love ❤️❤️","Thornton, CO","United States",-104.949845,39.9054745
"1342","_RunnerGirl__","Get well soon, @TheScript_Danny.  Remember your health is your wealth!!!  💚💚💚 https://t.co/GHue1QG4q7","Irvine, CA","United States",-117.7823605,33.689732
"1349","SanjuanitaEstr3","@DGB_JAIID Prayers for your health get well soon","Texas, USA","United States",-100.0768885,31.1688935
"1426","Lgazytyjsk","@ladygaga #GagaBestFans Happy Women's Day, 📹Mar 8th :v to Mother Monster💐
I am alive, when u are around. But now that u are not well, I miss everything we did. I miss ur smiling face, ur hair and ur chirpy vibes. Please get well soon, our love. I am always there with you. https://t.co/of0Ql14P5C","Portland, OR","United States",-122.63090815,45.53640175
"1446","Romeria_Ro","I have so much to do today...well as soon as I get out the bed 😩","Collierville, TN","United States",-89.6926758,35.0585215
"1451","avagrace___","happy birthday mak!! get well soon so we can celebrate, love you lots 💗 https://t.co/zT5QgSauvA","Texas, USA","United States",-100.0768885,31.1688935
"1458","JOAK27","@JimBowdenGM @CBSSportsHQ @TheAthleticHQ @SiriusXMSports @MLBNetworkRadio @FantasyAlarm @SiriusXMFantasy Good luck Jimbo!
Get well soon!","Beltsville, MD","United States",-76.91984895,39.04007455
"1461","patrickoyulu","@Jalberto_aluri ...Sad! I hope the Bacitracin ointment was effective for the wound. Get well soon","Edison, NJ","United States",-74.377998,40.5387865
"1462","MattWinberry","@JennyENicholson Get well soon! Also, here’s an article on using Google Maps at Disney parks, so you can stare at a screen even more: https://t.co/7x3juYa22G","Seattle, WA","United States",-122.3306024,47.6148172
"1471","SashaEats","@jillianne_gray Get well soon, friend 😘","Sandy Springs, GA","United States",-84.3524446,33.943457
"1494","iamA1KK","It’s ok HOLLYWOOD playas get sick too, get well soon man you got orders to ship 🙏🏽 https://t.co/UNvRIJnwRT","Georgia, USA","United States",-83.1738665,32.6782075
"1504","RSRGpodcast","@SupSpiderTalk I dealt with that last week is was awful get well soon","Hopewell, KY","United States",-84.082251,36.987752
"1516","NinaMorton","@wwwillstand Praying for a complete recovery my sweet friend.  Get well soon.","Tennessee, USA","United States",-85.9785995,35.8305215
"1533","_SolidJosh","a lot of get well soon’s a lot of well wishing","Houston, TX","United States",-95.4464865,29.8384948
"1535","Twhite22","@iamsunshine22 I’m doing well! Praying that you are too! We need to get together again soon😊","Georgia, USA","United States",-83.1738665,32.6782075
"1569","joyceePAeeee272","Well, it is now 4:48am, Thursday morn.  Any chance Mueller will haul them all in by their ears before dawn so I can finally get some sleep??? You don't think?? Well, guess I better try to nod off anyhow.  Ya think some night soon?  Oh.  Okay
G'night then.","Pennsylvania, USA","United States",-77.604684,41.1179365
"1604","wanahmadaiman","@apihrosli Dudeee, get well soon","Indianapolis, IN","United States",-86.1429225,39.7795625
"1608","101DaExclusive","Get well soon @rickyrozay 🙏😔 
•
•
•
#rickross #hiphop #rickrosstheboss #rickyrozay #rap #mmg… https://t.co/hm4TUWTDof","St Louis, MO","United States",-90.2478239,38.6537712
"1623","whenimnotasleep","@SeanRossSapp Of course you would..as soon as i left the house😞..oh well guess i have something to watch when i get home","Virginia, USA","United States",-79.420865,38.0033755
"1648","WeHaveSnacks","@ClassiGetsSassi Get well soon, Friend!","San Jose, CA","United States",-121.8737305,37.331159
"1681","reyerick93","@latin_sarcasm73 Hopefully we get to see u soon . Come out to visit me in vegas u will be well taking care here :) and gracias a dios todo va muy bien","Sunrise Manor, NV","United States",-115.0611275,36.1847539
"1708","MelissaSommer3","#TeamDonForTheWin #BoldandBeautiful @don_diamont  Get well soon. Hope you win dancing &amp; than you come back to B&amp;B and reclaim the true love of your life Brooke. @BandB_CBS","Holtsville, NY","United States",-73.045893,40.810705
"1717","TRILLstead","Looks like a bad ankle sprain for AD. Sucks for how well he’s been playing. Hope he’s back on the court soon.","Arlington Heights, IL","United States",-87.9854762,42.095656
"1718","csdewittphoto","@LeaKinka ❤️ you too. Get well soon 🌷","Newnan, GA","United States",-84.76300975,33.3799163
"1725","whiteagle10","@TanyaMMDash Get well soon.","Eau Claire, WI","United States",-91.509719,44.819522
"1756","AlyssaFafel","Shitty way to end an exciting rookie season, get well soon @BBoeser16 https://t.co/5U4kC5Eo7x","Swampscott, MA","United States",-70.906327,42.475527
"1778","Bianca69005733","@people Get well soon.","Atlanta, GA","United States",-84.433106,33.7671944
"1779","joeymichelleee","Going to make my roomie a card that says “sorry I beat your ass get well soon”","Denton, TX","United States",-97.1147705,33.2024957
"1794","DamarisChilds4","@REALStaceyDash Get well soon. #DashtoDC 
The #MAGA way 
#2018Midterms","Columbus, GA","United States",-84.91730695,32.4823035
"1807","foggyday21026","@KatTimpf So sorry, get well soon.","Morro Bay, CA","United States",-120.846039,35.3780725
"1813","GreatParksGolf","@gohermie @GoBEARCATS Get well soon @gohermie !","Groesbeck, OH","United States",-84.5527087,39.24962995
"1816","thall39_todd","@quinnhecker 
Get Well Soon, Best wishes for a speedy recovery! Prayers your way.","Mason, OH","United States",-84.3027665,39.34582985
"1829","PrincipalSky","Get well soon! Skyline misses you!🎧 @Morgansmathlete @Crysmys24","Texas, USA","United States",-100.0768885,31.1688935
"1855","LauraLeeMoore","@KatTimpf Oh no... praying for you. Get well SOON!","Georgia, USA","United States",-83.1738665,32.6782075
"1858","TheOscar","@LilyPichu get well soon","Houston, TX","United States",-95.4464865,29.8384948
"1869","Jim_Soto341","@Jack_Breacher @IlluminGaming Get well soon brotha https://t.co/OP8ObvFzaI","El Paso, TX","United States",-106.4174305,31.79336815
"1880","Boaz_AD","@AlexxFinessin 😔Dam! POM2 ain't seeing the light of day! Get well soon","Jurupa Valley, CA","United States",-117.48099,33.99491125
"1886","XXXRAULITO","@symone_kiana Stay hydrated &amp; take medicine every 6 hours &amp; rest a lot, hope you get well soon 🙏🏻","National City, CA","United States",-117.0867776,32.66981
"1934","MatlackArlene","@ben_niamh Hope you get well soon","Bedford, OH","United States",-81.53848,41.3908025
"1946","lperlman27","@waltshaub Get well soon!","St Petersburg, FL","United States",-82.672903,27.79571925
"1960","DarylMcGoldrick","@KatTimpf Get well soon...","Eagle Point, OR","United States",-122.807463,42.4691299
"1963","CaitlinLaJefaa","@eeemahx Such a serious illness.. may we get well soon! @Lovely_Giox3","Worcester, MA","United States",-71.812438,42.27576
"1979","troy_laws","@KatTimpf Get Well Soon...🌞","Carneys Point, NJ","United States",-75.4742619,39.71408185
"2008","CKooren","@waltshaub Get well soon!!! https://t.co/9lnTuiXijc","Fargo, ND","United States",-96.8300925,46.8648825
"2013","grammiesenk","@waltshaub Get well soon. We need your wisdom.","Springfield, MA","United States",-72.5455845,42.1130625
"2018","cartcar00","@KatTimpf Get well soon.","De Pere, WI","United States",-88.0919855,44.4297195
"2034","bwalker8732","@FWSXPhoenix_TM Get well soon 😁✌🏾","Georgia, USA","United States",-83.1738665,32.6782075
"2044","JSmithLC","@KatTimpf Get well soon.","Tennessee, USA","United States",-85.9785995,35.8305215
"2063","Jacquel32823316","@LDsquidtastic Get well soon","San Jacinto, CA","United States",-116.9794526,33.7849165
"2069","trigger_lee","@sotexsair Aww my big girl please give her big Nana hugs! Get well soon Toot!","Texas, USA","United States",-100.0768885,31.1688935
"2082","SandiFitchHutt","@BarbKeegan3 @JoleeMockler Tucker is in my prayers. Poor sweetheart. Get well soon.","Long Beach, CA","United States",-118.1567104,33.8091715
"2086","C38sg","Get well soon @KortFord and thoughts to your mom! #SupportTheFords #Rapids96 #WeAreC38 
https://t.co/3xC0fz8UIa https://t.co/1aS02zaQor","Southglenn, CO","United States",-104.955612,39.589577
"2100","orobles32","@JDL_87 fuck!!!! Just heard the news.... I hope you're okay and speedy recovery!!!! With new medical techniques a lot pitchers come back better after Tommy John.... get well soon!","Los Angeles, CA","United States",-118.4119065,34.0207895
"2104","DoktorX_Komik","@LaurenceRHarvey Get Well Soon!","Mills River, NC","United States",-82.5630175,35.4120205
"2110","airplanetalk","@rachaelgriffin6 Take care and get well soon!","Florida, USA","United States",-83.804475,27.698682
"2126","kyadkison","My manager brought me a get well soon gift basket and a card that all my co workers signed and it's so cute I could cry. 🤧💛😭 https://t.co/9Dx2hVqNP4","Yuba City, CA","United States",-121.6289255,39.121659
"2158","bigmicah83","@LilyPichu Sorry to hear your sick. Take some meds and get some rest. Get well soon Lily. https://t.co/QdlTkNCSIC","Texarkana, TX","United States",-94.0972553,33.430735
"2183","Mrsdowgert1","@AngieTintinalli @maisy_baby @vfinch @RupertTitch @myleftfang @JoMacIntosh1 @Jeannierenton @PoppySpaniel666 @OhmRoad @CathyLaQuinta @PoupetteChat @ParrotStanley It's back! Last night! Just hope it stays on tonight w/new storm! Fridge is empty now😁 Need to get to the dump soon!  Thanks for the well wishes!😚","Massachusetts, USA","United States",-71.683502,42.03693905
"2184","rdcolem","@Ms_BMWilliams Get well soon!","Manhattan, NY","United States",-73.9685415,40.780709
"2192","BriBriHanHan","Here’s to a speedy recovery @UncleCliffy30 Get well soon!","Portland, OR","United States",-122.63090815,45.53640175
"2243","sydcounihan","Jealousy is a disease get well soon xoxo","Long Beach, CA","United States",-118.1567104,33.8091715
"2263","madtownlimey","@TheRealStanLee  read about the pneumonia scare . Get well soon Mr . Lee.
Big love from my family in Wisconsin #excelsoir","Cottage Grove, WI","United States",-89.218251,43.08859715
"2277","Sassy_non_Stop","@Observation1o1 OB I'm sorry to hear that you are not feeling good, sending a virtual hug your way. Get well soon my friend.  👃🤒🤕😷 💘","Boise, ID","United States",-116.238001,43.598033
"2278","spanglesvi","@REALStaceyDash @maples_jason STACEY, you are knockout gorgeous even with the FLU! Get well soon! 🐘🍀🐘","Doctor Phillips, FL","United States",-81.491811,28.4571425
"2286","bih_health","Check out our website for more information about our many integrated services https://t.co/wqYaS8kvBZ
It's getting cold these days so to those of you who may be feeling under the weather, get well soon! https://t.co/IuXFH8Ly4d","North Carolina, USA","United States",-79.86103375,35.1704985
"2299","HeffboomKonijn","@NeokaiTiger *offers lots of hugs* in the last 3yrs there has been so much death and loss within the fur community. Im happy to know that you were not added to that list. *hugs more* get well soon","Everett, WA","United States",-122.2317885,47.9599495
"2300","victorianequine","Many prayers sent and get well soon. https://t.co/yIvVDVfxt4","Kentucky, USA","United States",-85.7682405,37.822244
"2301","ThomasCarullo","@Princess__Koko @rtsucker @rtserf Get well soon Goddess.  Feel better, be well.","Brooklyn, NY","United States",-73.9487755,40.655138
"2359","LilEazyVert9","One of my favorite plays of my career ! Get well soon little bro ! https://t.co/9rabQNQMoh","Bloomington, MN","United States",-93.301344,44.8244695
"2389","birth2ballers","@Morgansmathlete Get well soon!! Thank you for supporting @SkylineWBB this season! @Jadebradley24 will be graduating and gone but you know the remaining Lady Raiders will need your support! Wishing you a speedy and painless recovery!!","Dallas, TX","United States",-96.7617535,32.8198585
"2409","zrdavis9","It's a shame @hulu wont let me get this two month free trial because I've had one in the past and used to have Hulu for years. Guess I wont be rejoining anytime soon even though I was highly considering it. Oh well, I'll save $12 a month, i have HBO and Netflix anyways.","Jeffersontown, KY","United States",-85.5576145,38.1947435
