"","screen_name","text","place_full_name","country","lng","lat"
"133","Ohme305","Had a sore throat for a day... I’m about to pulverize whatever is left of this cold #medicine… https://t.co/ziqnd1GBgw","Miami Beach, FL","United States",-80.1329624,25.81696565
"134","tiffani","Sore throat is gone. But, now sinuses are like, “It’s our turn!!” I guess I am not getting better. Tomorrow will be an off day. 😞👎🏽 https://t.co/TBZZa6s9xm","Oakland, CA","United States",-122.2286855,37.7919941
"147","antiEm13","So I gotta brag, Isaiah brought me a push pop because my throat is still sore and food like I couldn’t ask for a better human to spend my whole life with. @Holley_7 you are my soulmate ❤️","Ohio, USA","United States",-82.66946745,40.3651595
"151","joslynnjuarez","Why tf do I feel like shit 😩 this sore throat and clogged ears is killing me..","Corpus Christi, TX","United States",-97.432425,27.737151
"155","Necie_Bhadd23","Throat Sore Af","South Carolina, USA","United States",-80.926628,33.6311395
"157","jassmarie_b","I’m so sore, got bruises all over my body, congested bad, my throat hurts like hell , I’m behind on so much sleep, got tuns of work I’m behind on right now and my grades are slacking at the moment:))) #stillblessed","Alabama, USA","United States",-86.6807375,32.576227
"174","porohodor","I would die for some cough drops and ice cream rn. My throat is rip :(","Louisville, KY","United States",-85.7223455,38.195555
"176","IreneF2424","Starting to get a sore throat fml https://t.co/25NrRAAKTG","Fresno, CA","United States",-119.7824645,36.786042
"179","manekisato","Can't tell if I'm sick or not cuz my sore throat went away around noon and I feel instantly better after an hour nap?","Fullerton, CA","United States",-117.9248925,33.8893475
"183","allicatnicole","Ok virus, I’m giving you one more chance. I need to wake up feeling DANDY tomorrow. Not snotty, not congested, not with a sore throat, not with sinus pressure... just. dandy.","Covington, KY","United States",-84.5170768,39.0299405
"196","Bama_Dave","@AllieImpact My throat is going to be sore by the end of this match from yelling at the tv.","Alabama, USA","United States",-86.6807375,32.576227
"201","revmikeumc","Any good sore throat remedies? I have strep and it is killing me every time I take a drink.","Ypsilanti, MI","United States",-83.6018025,42.24571305
"207","nextgreatAli","Because of crossover baby, #fuckingChucky and this weed I'm cough-laughing so bad my sides and my throat hurt.this is crazy","Los Angeles, CA","United States",-118.4119065,34.0207895
"208","camarena420","This sore throat got me fucked up 😩 I’m getting sick again fml 😷","Salinas, CA","United States",-121.64126865,36.68914925
"213","TheCyrREELDeal","I've been out of it all day... well, really the rest of the week with my trip to D.C. It would've been a good trip if I didn't get sick throughout... now I'm paying for it. Sore throat, cough and congestion, and a headache is how I'm paying for it! I'm out!","Hanahan, SC","United States",-79.9970185,32.93891395
"218","sergiobash","@paaulinacruz My mom would make gargle warm salt water when I had a sore throat idk if that is gonna help you 🤷🏽‍♂️","Bakersfield, CA","United States",-119.025163,35.3469013
"308","DXRYKV","woke up with a sore, swollen throat. I leave for tour on Sunday. 😰 Jesus be a lozenge.","Miami, FL","United States",-80.2333285,25.7823537
"309","bradyhalbach","My throat is already sore from watching these conference tourney games ❄️","La Crosse, WI","United States",-91.209121,43.8056435
"314","joslynnjuarez","Sore throat :(","Texas, USA","United States",-100.0768885,31.1688935
"319","kayleeeware","@ohmak_ My throat is sore and all I want is a frosted lemonade now","San Marcos, TX","United States",-97.9351917,29.8956065
"324","evergreenitem","@6x10E23 The primary symptom of snoring is - the often loud, harsh or hoarse noises that you make while you are asleep. Other symptoms may include waking up with a sore throat or dry mouth.","California, USA","United States",-119.3066075,37.2691755
"353","Isabellamgarza","Fuck this sore throat 😭😭","San Antonio, TX","United States",-98.5406515,29.417501
"354","ohhaycassiek","I woke up with the worst sore throat... um ever?","Rolling Meadows, IL","United States",-88.028373,42.0562223
"355","Zekeee__","I hate the beginning stages of getting sick.. the runny nose and a slight sore throat but you’re still good enough to function.","Oklahoma, USA","United States",-98.71699175,35.3090465
"363","allaboutmsdiva","Every time I catch a cold, it starts with a sore throat. ☹️","Detroit, MI","United States",-83.099288,42.3527865
"374","JustnGG","so my throat is no longer sore but my sinuses are still clogged like hell","San Diego, CA","United States",-117.10498915,32.8100122
"375","Moeprobsz","How tf did I wake up w a sore throat 😩","Houston, TX","United States",-95.4464865,29.8384948
"391","yooomurrr","Sore throat. Congestion. Headache. Fatigue. Exhausted. 🙁","Eunice, LA","United States",-92.43199,30.4873915
"407","ncryser","Woke up to a 101 fever and sore throat feels like I swollowd razors and and laying in a furnace...then throw in the fact I’m dead sore.... no energy to move hurts to move....someone please come take care of me","Corona, CA","United States",-117.585658,33.859093
"423","Tiffany_Ann22","My throat is so sore I can’t talk... so should be a lot quieter in the Pharmacy today😅🤒","Dallas, TX","United States",-96.7617535,32.8198585
"429","__hannah_yo","You know work is bad when you get a sore throat and cross your fingers for laryngitis.","Lincoln, NE","United States",-96.69656245,40.803235
"433","katiedoodle03","This sore throat/cough BS can go away any day now.","Missouri, USA","United States",-92.4367735,38.3045585
"442","AshleyBeelzebub","Man tea really does help a sore throat. I always thought it was like a placebo thing but I'm actually trying it and damn it works.","Blackwood, NJ","United States",-75.0286395,39.78953
"444","edwarddfuentes","UMMMM, I WOKE UP WITH A REALLY SORE THROAT AND I’M GONNA CRY. WHY DOES THIS HAPPEN THE DAY OF OPENING NIGHT https://t.co/7Qai0S2VQW","Victorville, CA","United States",-117.3630675,34.531222
"456","DillyDoesIt","If you’re going to get sick there’s not a better week than college basketball conference tourney week. Sophomore year in college I had strep and mono. Sore throat, cough medicine, popsicles, and non-stop hoops all week, electric combo! 😷🍭🏀","Cedar Falls, IA","United States",-92.453089,42.51615585
"462","daisyhkim_","I was so proud of myself for not getting sick this winter but of course I would wake up with a sore throat today 😷","Queens, NY","United States",-73.8311875,40.67087955
"469","jords9599","Waiting to video chat w/ Teladoc because I have a killer sore throat and no time for that. https://t.co/ML8PQlytL6","St Louis, MO","United States",-90.2478239,38.6537712
"476","GLEESHME","Sore throat mane i need some drank !","Glenarden, MD","United States",-76.8488645,38.9265495
"499","SixUnderscores","Omfg i have a sore throat. Wtf","Whittier, CA","United States",-118.01885585,33.9759175
"509","twenty_ate28","This sore throat is killin me right now 🤕","Seaside, CA","United States",-121.82506,36.6258064
"524","gnarleymia","I’m pissed bro i wokeup 2 be congested, w a scratchy sore throat to not have anything in my house for it besides acetaminophen n hot herbal peppermint tea PLZ someone shoot me","West Haven, CT","United States",-72.957097,41.2731705
"526","metiche93","I haven’t had bad anxiety since like beginning of October, I can now feel it coming. Like a lump in my throat","Sacramento, CA","United States",-121.469664,38.5617218
"529","jayykardash","my throat sore... i cannot be sick man.","Illinois, USA","United States",-89.2665075,39.7393005
"559","ollielynnc","I thought I would make it an entire year with out strep throat... and by my swollen tonsils and sore throat, I’m beginning to think I spoke too soon.","Sherman, TX","United States",-96.60580885,33.6400952
"562","LAVSherie","I was sick all last week now I have a hacking cough &amp; my throat is sore as hell.","Virginia Beach, VA","United States",-76.06994605,36.8025415
"569","3dollarsbankrol","@GillianA Hi Gillian! Just curious. We’re you ill during the filming of this current season of the Xfiles? Your voice sounds gravelly and broken like you were fighting a sore throat. Thanks!","Dallas, TX","United States",-96.7617535,32.8198585
"590","aaustinstone","Saw my roommate and pretended I still had a sore throat and couldn’t talk so she wouldn’t try to make conversation","Chicago, IL","United States",-87.732013,41.83358445
"595","BoujeeAssBri","No real shit my throat been sore for bout a week 🤦🏽‍♀️","Decatur, AL","United States",-87.010551,34.580925
"605","ColorGoddess","@marklevinshow AND THANK-YOU AGAIN FOR A GREAT SHOW, SIR. SO GLAD YOU ARE DOING A BIT BETTER RE: PNUEMONIA. BUT, PLEASE TAKE CARE OF YOURSELF. &amp; TRY THOSE CHERRY ZINC COUGH DROPS: THEY REALLY DO HELP STOP COUGHING/THROAT IRRITATION.","Queens, NY","United States",-73.8311875,40.67087955
"611","Upzkale","When yo girl say her throat sore... https://t.co/kTkEJ5e3SU","Los Angeles, CA","United States",-118.4119065,34.0207895
"618","naomipriscillaa","I’m getting a sore throat and my co worker said to take a shot of the strongest liquor I had and it will go away... true or pero pedo????","Edinburg, TX","United States",-98.1524189,26.3475255
"625","ally_cat52","YOOO my throat hurts. Someone bring me ice cream and cough drops and I'll love you forever!!!","Iowa, USA","United States",-93.38986395,41.9382285
"629","Cayleehowell","Does anyone know what will help my chest congestion and cough??? It's hard to breathe . I took DayQuil and my abuteral machine and nothing is working 😔😭","South Elgin, IL","United States",-88.3420675,41.98110215
"632","MrRozaySays","I'm taking a hot🌡bath🛀tonight with a bath bomb💣, forget school tonight... I need this, body is aching and throat is sore.. let it cure what ails me .","Hawthorne, CA","United States",-118.346138,33.914068
"649","aleciampaglio","I get married in 4 days and my body is falling apart. My throat is sore &amp; I’m coughing, I pulled a muscle in my neck/shoulder, and my face is breaking out like a 13 year old. BE BETTER BODY, BE BETTER! #4days #imfallingapart","Prescott, AZ","United States",-112.45552975,34.569472
"650","tinacochina","When you cough hard and fart and your bf is in another room, does he still hear you? I need answers. My throat is really itchy and I'm super gassy. 🤭","Austin, TX","United States",-97.75472415,30.3233457
"652","uhmaryan","never eat those peppers that comes in pizza boxes when ur sick w a sore throat haha","Maryland Heights, MO","United States",-90.4540764,38.715947
"653","EverythxngSolid","My Throat is Too Sore 😩","Sunrise, FL","United States",-80.2948926,26.1566187
"655","nintengay69","i hate having a sore throat ugh","Florida, USA","United States",-83.804475,27.698682
"660","TerrellJones_3","On Ft with Alyissa and she’s texting me because of her having a sore throat and not being to talk at all is the funniest yet the cutest 😂💕","California, PA","United States",-79.901699,40.0550415
"677","tiffani","@doniamae Right! That’s why I went because it’s not gotten any better over the last few days and I have no other symptoms (besides the slight fever they found). My throat is so sore I sound like a man lol. They said it wasn’t strep or the flu.","Oakland, CA","United States",-122.2286855,37.7919941
"694","EverythxngSolid","How Tf I End Up w A Sore Throat and Runny Nose Overnight .","Sunrise, FL","United States",-80.2948926,26.1566187
"698","tiffani","@swombat During flu season, it likely is common. Nothing wrong with making sure a sore throat isn’t a harbinger of something worse.","Oakland, CA","United States",-122.2286855,37.7919941
"715","Eight_1_Seven","Sore throat, throwing up blood, nose stopped up, cold af (with the heat on) &amp; sweating. Yupp, life couldn't get any better for me 🙃","Corpus Christi, TX","United States",-97.432425,27.737151
"722","cakeyleek","I feel like I’m finna get a sore throat 🤧","Columbus, OH","United States",-82.98577205,39.9946835
"723","overwheat","I have woken up with a sore throat, god, dammit","Bellevue, WA","United States",-122.14976815,47.5978564
"731","tiffani","At urgent care for a sore throat. (It’s weird because I feel fine otherwise.) This place needs thicker walls. Just heard a woman in the next room describing a whole bunch of...symptoms. 💩🤢","Oakland, CA","United States",-122.2286855,37.7919941
"740","dragonsarmors","Anyone have a tips for a super sore throat besides cough drops and my numbing gargle, because I am in pain and I’ve already downed 5 cough drops in less than an hour.","Paradise, NV","United States",-115.1351649,36.0609645
"745","MaxTannn","Fucking hell, sore throat why.","Bellevue, WA","United States",-122.14976815,47.5978564
"765","brendaaaxo_","thanks to my sister I got sick &amp; now i’m stuck w/ a sore throat &amp; a stuffy nose  🙃😷🤧🙄","California, USA","United States",-119.3066075,37.2691755
"787","KinzelZach","I’d like to personally apologize for the spit that jumped into my throat causing me to cough the whole second half of the pledge today😅","Meridian, ID","United States",-116.399697,43.6120725
"803","sidniewaller","I’ve been surrounded by sick people &amp; taking care of them
Last night I was like “funny how I’m not sick bc I always get sick” 
*wakes up with sore throat” fuck","San Jose, CA","United States",-121.8737305,37.331159
"804","annasneitzel","@SamanthaZeager I am 100% sick this sucks. Super congested sore throat, fever, chills, aches whyyyyyyyyy 😭😭😭 its too late for me, save yourself sam!!!","Livermore, CA","United States",-121.760079,37.68359185
"806","myonlysecret","@cerddom It's so dumb. My right sinuses are stuffy but nothing else. But I have a sore throat on the right side of my throat. LoL","Albuquerque, NM","United States",-106.6327181,35.1170026
"814","MercedesAnnee","It was so hot yesterday and now it's cold. I'm pissed. I GOT A SORE THROAT. WATTTT","Louisiana, USA","United States",-91.4010085,30.937336
"816","lifeofkenesha","Woke up and my throat sore 😭😭😭😭","Greenville, MS","United States",-91.044925,33.3935995
"818","not_valerie","I woke up with such a bad sore throat and I have a midterm at 9am 🙃","Huntington Beach, CA","United States",-117.9987325,33.69254185
"821","keeley_casey","this sore throat is a NOOOO (plz plz plz go away) 😷😷😷","Tallahassee, FL","United States",-84.266174,30.4762155
"825","priscillaannn69","Sore throat really be the worst ☹️","Virginia, USA","United States",-79.420865,38.0033755
"834","marotta215","Woke up with a fever, chills, and a sore throat. There’s no way I’m allowed to miss work. Let’s see if I can beat this thing by 3pm","Philadelphia, PA","United States",-75.117998,40.0048655
"870","TheAngieGuerra","Not surprised that every time I travel, I get 😷 Woke up with an awful sore throat!","Sugar Land, TX","United States",-95.6316893,29.6034639
"875","MINGLEJUICEbar","When you have a sore throat and your roommate reminds you you have all the cures at your juice… https://t.co/xk6l4NsIot","Glenview, IL","United States",-87.82598475,42.08492845
"876","RioLdeArmas","Ugh woke up with the worst sore throat 😣😣","New Territory, TX","United States",-95.6877175,29.5901725
"899","Maddyawilliams","There’s nothing more annoying than a stuffy nose &amp; a sore throat","Salem, VA","United States",-80.06710555,37.28844485
"909","JustnGG","goddammit i think i am sick, i woke up in the middle of the night with a sore throat

perfect timing for finals weeks","San Diego, CA","United States",-117.10498915,32.8100122
"932","myonlysecret","Well my nose is a little stuffy again.  And I've got a small sore throat. Ugh. Trying to not give it to the baby.","Albuquerque, NM","United States",-106.6327181,35.1170026
"940","_JesseBaker","@MrsViolence Mix jack Daniels, lemon juice, and honey together and drink it. Sounds crazy but it gets rid of a sore throat","Missouri, USA","United States",-92.4367735,38.3045585
"947","kiddoclaudia","I have the worst sore throat ever😭💀","Anaheim, CA","United States",-117.851089,33.842863
"955","Eight_1_Seven","Sore throat and throwing up blood. My night couldn't get any better 🙃🙃🙃","Corpus Christi, TX","United States",-97.432425,27.737151
"959","saruh_roze","Sore throat is gone and now I have a cough. Hooray","Chula Vista, CA","United States",-117.02246315,32.633767
"963","karoljeean","It’s 3 am and I just made soup because my throat is so sore that I can’t sleep👌🏼👍🏼","Boca Ciega, FL","United States",-82.816561,27.8383605
"966","hannac1997","Hate when I apparently sleep with my mouth open and wake up to my throat being dry and sore af","Kentucky, USA","United States",-85.7682405,37.822244
"973","DocWashburn","@GaltsGirl Well it should help. Echinacea helps to boost your immune system. I always start spraying at the moment I feel a sore throat coming on because I can't afford something like that because I talk for a living. Olive leaf extract spray is also helpful.","Little Rock, AR","United States",-92.3423221,34.72188615
"983","harriekd","doc gave me cough suppressant. it is helping a bit which is easing my poor battered throat. I may even try to sleep flat for the first time in a week... https://t.co/IcQRMLRcwZ","Chicago, IL","United States",-87.732013,41.83358445
"1008","emgpjt","The worst part about being sick is knowing you're supposed to drink lots of liquids but not wanting to because your throat is sore","San Diego, CA","United States",-117.10498915,32.8100122
"1018","OriginalTiChina","I gotta really see a doctor about this it’s not normal to have a sore throat as often as I do","Los Angeles, CA","United States",-118.4119065,34.0207895
"1035","c_reyna18","Ugh HATE how I can only eat mashed potatoes or soup w/ this sore throat 😭😭","Channelview, TX","United States",-95.11855005,29.7936785
"1036","thekatelynmarie","Super sore throat but a husband who brings me Frostys is always a win 💙","Kenosha, WI","United States",-87.883405,42.58926525
"1038","modeknit","Pounding headache &amp; sore throat.
(Is it really only TUESDAY?)
Early to bed, rest for the body, mind &amp; soul!","St Paul, MN","United States",-93.1056485,44.94151555
"1044","laurenarevalos1","Major headache, sore throat and I just feel sick 😭😭","San Antonio, TX","United States",-98.5406515,29.417501
"1046","djdonnova","woke up this morning wit a sore throat and body pain. But I had important meetings and things… https://t.co/SaD1aDiqPN","Manhattan, NY","United States",-73.9685415,40.780709
"1060","re_cardo88","@mpalenseeya I’m very independent, but once I get a sore throat, I need to be carried everywhere. I lost all will to live.","Orosi, CA","United States",-119.2868675,36.544726
"1071","RavenOfEmber","Starting to think this sickness I'm feeling is probably the flu maybe???? My throat is getting sore 🙄🙄","Gilbert, AZ","United States",-111.7385665,33.29521475
"1087","Genikki_Latasha","My throat so sore 😩","Georgia, USA","United States",-83.1738665,32.6782075
"1095","Aleelove21","Pedro said to take a shot of Whiskey 🥃 for this damn sore throat","California, USA","United States",-119.3066075,37.2691755
"1113","Lideyuuh","Great. Just got done being sick and now I'm getting a sore throat. GET OUT OF ME DEMON!","Nashville, TN","United States",-86.791549,36.20000805
"1121","Anonamos_701","Gah, woke up like shit then got a sore throat halfway through work. Kinda dizzy with a headache. Heading home to rest.","Highlands-Baywood Park, CA","United States",-122.345531,37.523531
"1131","MelsCuevas","@_LvRay I thought it was allergies for the past 2 days! But I woke up with cough and a sore throat! 😭 shit trash","Las Vegas, NV","United States",-115.223125,36.232915
"1146","B_Morrison67","Sucks having a sore throat and not being able to sing shamelessly in my car on my evening commute. #ThrashedPipes","Duluth, MN","United States",-92.12283995,46.7583346
"1152","josiemaee3","My baby is sleeping on my chest and I keep getting this tickle in my throat so every time I cough he jumps so hard and I feel so sorry for doing this to him. 😂🙃☹️","Kingsport, TN","United States",-82.5225815,36.512493
"1166","Mariyah_Cherae","“Maybe it’s because my throat is sore, I’m just not in the mood”... KEEPING IT REAL! NOT TODAY ALICE!😂😂🖐🏾 https://t.co/Qo0bpdgO4J","Stockton, CA","United States",-121.3004253,37.980826
"1167","sherrymtodd","Headache, fever, chills, sore throat. We hate waiting at the doctors office. https://t.co/DtDIOUdY0M","Statesboro, GA","United States",-81.8005785,32.4405103
"1184","Vanahol1c","@404Court Cause I'm extra af. Just got a sore throat.","Conyers, GA","United States",-83.98685905,33.6639435
"1192","TaijaTalyssa92","Ugh I can't breathe out of my nose!!! It's runny and stuffy at the same time. How is that possible! And my throat is sore! Me rn👇🏽 https://t.co/DnjbFt9rbw","San Antonio, TX","United States",-98.5406515,29.417501
"1193","twinsfanalie","@TarHeelBel Hi Belinda, I hope by now your sore throat is gone.","Minneapolis, MN","United States",-93.2620465,44.9706105
"1209","marie_mtnz","Sore throat and swollen tongue 🙅🏽‍♀️ #noquiero","Camarillo, CA","United States",-119.034349,34.22532745
"1214","Stoenjes","Throat lozenges/cough drop to 525 Elm Street Room 112 please and thank you.","Missouri, USA","United States",-92.4367735,38.3045585
"1226","madisondickson_","ate some pizza Saturday night, the next day noticed mold on it &amp; now I have a bacterial infection with a 103 fever &amp; sore throat...... quinncidence? I think not 🙄","Phenix City, AL","United States",-85.026365,32.4383719
"1228","dee_gonzalez","Woke up feeling like ass! Sore throat runny nose... all bad!","Las Vegas, NV","United States",-115.223125,36.232915
"1241","denajuneh","When you think you made it through winter without getting a single cold and then wake up with a sore throat, wheezing, and aches. https://t.co/vBf8JbtdmX","Minnesota, USA","United States",-93.3613205,46.4418605
"1249","reeveslikekeanu","When you have fever, chills, full body ache, can talk, green hunk sore throat, terrible cough and the doctor says you have a “cold”. Wtf. The no antibiotics front is purely bullshit for doctors to get more visits out of you.","Forest Acres, SC","United States",-80.9688075,34.040213
"1259","notbradthorne","Day 4 of sore throat what have I done to incur this biblical plague","Rexburg, ID","United States",-111.78780625,43.8195945
"1270","Jaytee931","Hot peach tea to battle my sore throat 😍","Kingsville, TX","United States",-97.8618826,27.5005923
"1278","Ashley5x_","Woke up this morning throat bout sore as shit 🤦🏽‍♀️","Kansas City, MO","United States",-94.5592817,39.1000485
"1279","KathyHarren","@angela_rye Hope your sore throat is better...and you were appropriately on fire....GREAT rant!!! Thank you","Hermosa Beach, CA","United States",-118.39722255,33.8648367
"1288","_Lex07","I woke up with a sore throat and my finger feels broken","Rancho Cucamonga, CA","United States",-117.56215255,34.12167
"1306","LAVSherie","I need to find my cough drops cause my throat is unbelievable sore","Virginia Beach, VA","United States",-76.06994605,36.8025415
"1308","Mr_MrsJbBrown","Feeling like 💩 sore throat &amp; congested 😷","Covington, WA","United States",-122.10149755,47.370403
"1333","jordanstookey35","I think I’d rather wake up with a massive hangover then wake up being stuffed up and a sore throat. 

With a hangover at least you know what you did to deserve this.","Indiana, USA","United States",-86.441236,39.7665555
"1336","ChadNienhueser","Woke up this morning with a sore throat. The wife told me to take some pseudoephedrine and do a nebulizer treatment! This must be what it feels like to snort cocaine!!! 🤪🤪 https://t.co/WhJxBeeTbg","Nebraska, USA","United States",-99.6809025,41.5007293
"1370","RPoulnott","Day three and thanks for your prayers. Still have some sinuses going on and a little sore throat. Gonna give work a try today.","Georgia, USA","United States",-83.1738665,32.6782075
"1387","therealbr79","@CPZ9098 It's just a cold and horrible sore throat. I'll make it I guess","Lake City, TN","United States",-84.1496805,36.2123685
"1401","shannon_markks","Literally just got done being sick to now having a sore throat. Fuckkkk😩","Parma Heights, OH","United States",-81.76466,41.3878385
"1408","tracey_freiboth","really hope my throat being so sore is just from allergies &amp; the weather changing every other day","Illinois, USA","United States",-89.2665075,39.7393005
"1409","_ajyat","Kick anxiety in the throat.","Lafayette, LA","United States",-92.0611765,30.20607895
"1412","TrulytheFirst_1","Been up since 530AM, drove from south Dallas to work bcz I fell asleep at my cousin house with a fkn sore throat 🤕🤕","Fairview, TX","United States",-96.6161905,33.1438845
"1415","Bullitt33","Feel like I might be coming down with a sore throat. 😷","San Antonio, TX","United States",-98.5406515,29.417501
"1418","fantasytrick","@Lucas_Gaxiola I call bull you said last week you had fevers and this week you have taken to consuming all the honey in tea for you sore throat you told me about the other day!","Chino, CA","United States",-117.67325425,33.98733245
"1420","ericabvrreto","@gabyamberbrown echinacea tea and cough drops will help boost your immune system and soothe your throat in the process 🌸","North Adams, MA","United States",-73.1201845,42.684751
"1425","Got_Griff","@j_scotttt Right now it feels like the worst sore throat ever but I’ll let you know when the pain and swelling goes down! I didn’t even know it at first then my mom looked at my throat and was like ‘uhhh you’re missing something’","Sunbury, OH","United States",-82.8645955,40.2439295
"1440","alora","I feel like Scotch should be good for a sore throat. But I tried that, and it didn't work. I'm pretty sure it wasn't a lack of sufficient quantity. Clearly I need another remedy. I've really had enough of it.","Austin, TX","United States",-97.75472415,30.3233457
"1449","_ElyseKelly","I can’t shake this sore throat for nothing","Hartford, CT","United States",-72.6809665,41.765617
"1452","harriekd","right. throat is too sore. I’m gonna go to bed and let my sore throat be irritated by my persistent cough there instead! https://t.co/e5kkTrBkv1","Chicago, IL","United States",-87.732013,41.83358445
"1453","kjwil2303","My throat is stupid sore I hope I don’t wake up sick🤧","Ohio, USA","United States",-82.66946745,40.3651595
"1472","kashkerra","My throat sore 🙄","Memphis, TN","United States",-89.922029,35.13352055
"1481","its_ash","Guys. So I just wanna say my day was made when @crystalisset2 said she brought me cough drops because she saw my tweet about my throat and if that isn’t friendship, idk what is!","La Habra, CA","United States",-117.947887,33.9248815
"1509","LaurenAPN","@NikkiPav @Bigb7893 @wweshirtguy @TroubleDVJ @BrianVistaAZ Night all. Have a sore throat that started last night 😒😒😒","Cherry Hill Mall, NJ","United States",-75.011178,39.9395125
"1510","harriekd","I would love to stop coughing. my throat feels like there’s a lemon stuck in it. and with every cough the lemon grows a little bit. gaaaaaaaah","Chicago, IL","United States",-87.732013,41.83358445
"1511","Miggle_Wiggles","My throat is sore my body is sore I have a migraine uhhhhhhh","Roanoke, TX","United States",-97.2757585,33.0189255
"1514","carlie_causey","Does anyone have advice on how to combat a sore throat? I’ve been taking day time cold medicine that claims to help sore throat and it’s doing nothing.","Columbia, KY","United States",-85.29307275,37.10235945
"1523","CatAgorrilla","Pretty sure I gained happy food weight this weekend😂 and this sore throat &amp; exhaustion is definitely not motivating me to hit the gym☹️","San Dimas, CA","United States",-117.813058,34.1043905
"1524","emilyyloiselle","today i licked some sort of granola bar that had been expired for over a year and now i have a sore throat. ?","Hollywood, FL","United States",-80.1783915,26.03967995
"1531","A_Writer_Guy","Anyone have any good remedies to fix a sore throat/cough? I've tried different teas, vapor rub steam, cough drops. I m9ght literally cough myself to death. Please help!!!","Dove Valley, CO","United States",-104.8216325,39.5777215
"1534","dragonsarmors","Currently at the MinuteClinic on the strip for a sore throat since student health was all out of appointments and with being on Humira I have to get it looked at https://t.co/hKtGFrj7z0","CVS","United States",-115.172510684931,36.1136158309475
"1538","_loveejanay","My body is hurting, sore throat, I’m sick as shit, &amp; to top it off I been freezing my ass off all day 😫😫😫😫😫😫😫","Alabama, USA","United States",-86.6807375,32.576227
"1539","artistpoint","Spring is in the air. Also allergies. My throat is sore. What are your go to… https://t.co/iaaKHAB7It","Seattle, WA","United States",-122.3306024,47.6148172
"1545","LorieMeacham","DIY Herbal Cold Care! Make Your Own Throat Drops &amp; Cough Syrup!
https://t.co/SAm5N9BhqM","Mesa, AZ","United States",-111.7375657,33.4057545
"1551","JanelleHummer","Meg woke up Saturday with a sore throat/ cough... today started puking. Britt woke up yesterday with a sore throat / body aches.... just started puking. Today I woke up with a tight chest &amp; dry cough &amp; body aches..... IF I START PUKING TOO🤬 stay tuned","Pennsylvania, USA","United States",-77.604684,41.1179365
"1554","SwampLemon","I got these Pine Bros cough drops bc my throat hurts but I'm almost entirely certain these are just gummy candies","Burien, WA","United States",-122.3472849,47.46505915
"1586","gen_parker","Yesterday was everything. 

Church. Hubby preached 🔥
Family time with the siblings. (- 1) 
Laughing so hard my throat is sore 😳
Birthday celebration #4 😂

I have so much to be thankful for. 
Thank You, Lord for all the blessings big and small.","Kent, WA","United States",-122.2180755,47.39231145
"1590","FlatbushPapi","I’m not really sick anymore but the lingering cough and sore throat wildin’ on me right now smh","Brooklyn, NY","United States",-73.9487755,40.655138
