"","screen_name","text","place_full_name","country","lng","lat"
"1807","GideonGil","We have to do a better job identifying why vaccines work or don’t work, says @UMich vaccine expert https://t.co/GwBLxzM8XR via @statnews","Newton, MA","United States",-71.2136825,42.3253925
"1851","soapdoesit","@4tis https://t.co/N4ZhfqXOlF   death payments","Manchester, NH","United States",-71.4440806,42.97119905
"1854","BeckyJohnson222","@RoyWilliams1024 @Siubhan_H @jjfox123 @Pmaxwellfnp @djt10 @what_if_007 @janem1276 @Cattlechildren @Vbalance03 @EmirSejdik @and_McDowell @HenningTveit @Rosewind2007 @BlueLionBlog @ThisMomHCN @wildweatherdan @jrtgirl35 @doritmi @jpsportsminer @mal0406 @steffieschiltz @Plasticdoe @Awithonelison @ChrisJohnsonMD @carlsmythe @theMUMeffect @kidoctr @PharmaNemesis @RBuzzy1111 @jkellyca @gator91man @badzoot7 @FarmgalMom @chrisvcsefalvay @Amennaanka @dkegel @TinFoilAwards @Itsme060602 @SueQuez @EmmaGPaley @Dr_dad_of_3 @homeopathy2010 @AgnosticLiberty @ruby_menace @3worldmom @Melissa62263619 @jhewitt123 @science_guy5 @GardasilNews @FMcQueen31 mumps vaccine doesn't work.
Pertussis vaccine doesn't work.
Flu vax is only 35% effective this year.
Live vaccines can shed &amp; SPREAD the disease, infecting others","Seaside, CA","United States",-121.82506,36.6258064
"1861","RogerBezanis","Flu Business Sold?

Prior to our recent president, ""Flu Season""
was Free-For-All-Med-Vaccine-Madness-On-Parade.

In the last year, it has become a private affair where
1 company &amp; 1 drug is now recommended for Flu.

How INCREDIBLY FISHY?

FLU FRAUD GOES PRIVATE.

#rogersez
#noflu https://t.co/0UA0gKqglB","Ventura, CA","United States",-119.2289915,34.2896895
"1877","blondiebabee7","@andiiiimarie Girl take NyQuil sever cold and flu! And then also take some echinacea pills for your immune system (or emergenC) 😊","Rancho Cucamonga, CA","United States",-117.56215255,34.12167
"1891","BridgetAshmore","@NVICLoeDown Duke Univ. expose' on reasons flu vaccines nominally effective, but with planned revisions for anticipated universal vaccine: https://t.co/kTcFDFeIkK","Tualatin, OR","United States",-122.770073,45.376468
"1903","MaryGra71518749","@jeffmyers01 @DineshDSouza Flu vaccine is genocide. With so many deaths already, we'll have to wait and see the after effects for years to come.
 Guarantee Big Pharma is working on drugs to possibly fix the side effects that all 
""their"" vaccines cause. Follow the money.","Maryland, USA","United States",-77.2369685,38.8051145
"1975","AllergyHealth","@weitelei exciting #Microbiome news: metanalysis found probiotic supplementation 8 days prior to trivalent flu vaccine boosts seroprotection response in sick and well adults of all ages. Now we need to try this in children with microbiome analysis! #AAAAIWAO18 https://t.co/V8UViPWP7H","Orange County Convention Center South Concourse","United States",-81.4623785018921,28.426958190888
"1990","soapdoesit","@4tis @SenFeinstein @USSenate @CDCgov A JAMA study  has found that the flu vaccine, taken by 60% of people over  65-years-old, may be killing a significant number of senior citizens.","Manchester, NH","United States",-71.4440806,42.97119905
"2001","soapdoesit","@4tis @SenFeinstein @USSenate contrary to CDC claims, rather than making flu symptoms less severe , the vaccination causes the flu, the shot may well make them more  severe,.https://t.co/GK6fP3JKUX . take heart when your dead your family can sue @USSenate   @CDCgov","Manchester, NH","United States",-71.4440806,42.97119905
"2078","soapdoesit","@4tis https://t.co/VM18Lt4x87  READ MORE","Manchester, NH","United States",-71.4440806,42.97119905
"2079","soapdoesit","@4tis @SenFeinstein https://t.co/VM18Lt4x87    VACCINE DANGER","Manchester, NH","United States",-71.4440806,42.97119905
"2128","LeahBecerra","Flu fact: This year's vaccine prevented only about 25% of cases caused by the dominant strain, Influenza A H3N2. https://t.co/QaSgEUWj5t","Kansas City, MO","United States",-94.5592817,39.1000485
"2131","Gayathri_Vijayk","Dr. Peter Palese on why we need the universal #fluvaccine
@IcahnMountSinai #VaccinesWork 
Amid grim flu season, scientists work to find ""holy grail"" vaccine https://t.co/qUCfUw03z0 via @cbsthismorning","Old Greenwich, CT","United States",-73.570009,41.0301515
"2175","IDspecPharmD","I know my kids are very happy about this!! 👍
Nasal Flu Vaccine Back on CDC List of Recommended Vaccines https://t.co/g9jOwFBs3W via @medscape","Fremont, NE","United States",-96.508996,41.4445677
"2218","genaddt","@WFSBnews Had the vaccine like I do every year, was around people who had the flu and have not gotten sick.","Connecticut, USA","United States",-72.757385,41.500753
"2240","Noticortas","How the U.S. military might help answer a critical question about the flu vaccine https://t.co/kUejXmt5eF via @statnews","Corona, CA","United States",-117.585658,33.859093
"2371","KSBWSierra","This pup got his canine flu vaccine today at @SPCAmc. We’re told there have been confirmed exposures here in #Monterey County, meaning dogs here have been in contact w/ dogs in other areas (like San Jose) who later tested positive for the virus. More at 5 &amp; 6PM on @ksbw. https://t.co/SvnxygfSZr","SPCA for Monterey County","United States",-121.761583481925,36.5686909934232
"2486","MichaelO201","Imagine th Flu without a vaccine... https://t.co/7u2EHIRUtt","Queens, NY","United States",-73.8311875,40.67087955
"2519","Ruperthucks","Causation: increase in flu vaccine, Maxine. https://t.co/rJSnbpIr29","Port Vue, PA","United States",-79.871449,40.33861875
"2562","shinovation",".@N_Brennan is on point! And don’t don’t forget the way they guilt you when you don’t get the extra insurance. imagine in health care if we adopted the rental care model, “okay well, if you don’t get a flu vaccine- you will get the flu and probably die and that’s on you” https://t.co/XriFNXvmAR","Cambridge, MA","United States",-71.112377,42.37819765
"2584","GideonGil","How the U.S. military might help answer a critical question about the flu vaccine https://t.co/ypvteqTNQV via @statnews","Boston, MA","United States",-71.0887125,42.3136695
"2599","keishinta","To Find a Flu Vaccine Near You, Click https://t.co/rzUrwXWyOc","Edison, NJ","United States",-74.377998,40.5387865
"2770","sonadorabella","@PaulSaxMD @catalinaenquito More likely to get GBS from the flu than the vaccine, thus making the vaccine protective against GBS.","San Diego, CA","United States",-117.10498915,32.8100122
"2816","sassstepper","This is what we’ve been seeing with the flu. When these strands start to mutate, the vaccine becomes useless, thus why there are new flu vaccines every year. Scientists are constantly having to develop new vaccines bc the antibodies keep mutating and changing.","Tukwila, WA","United States",-122.2800145,47.4695521
"2908","tryheartbeat","Have heart failure? Have a flu shot! 
“50 percent decrease in risk of death during flu season, as well as a 20 percent decrease for the rest of the year.”
https://t.co/HudklK2PqU

@ABCNewsHealth @ACCmediacenter @ACCinTouch @nycHealthy @CDCFlu","Manhattan, NY","United States",-73.9685415,40.780709
"3019","amandagiroux28","Guys, my baby girl had to get her monthly Synagis (RSV ""vaccine"" for preemies) and flu shot yesterday. Both are super painful.. I had to hold her arms down.. she looked me right in the eyes and was screaming.. that is torture. Our babies shouldn't have to go through this shit.","Erie, PA","United States",-80.087032,42.110703
"3039","NJanitz","My mother got the #Flu Vaccine but at age #83 she developed a #Baterial Infection In her lung and senior should not wait to see a doctor!! https://t.co/czzqgaJykP","North Carolina, USA","United States",-79.86103375,35.1704985
"3311","soapdoesit","@KialoHQ https://t.co/xa3ZuKxnlC   vaccine destroy human immune system,  kids more health problems than 1950","Manchester, NH","United States",-71.4440806,42.97119905
"3334","jonny_red32","$NVAX Please hit $2.80 after hours today so I can get out at 180% 😎😎

https://t.co/tr07DmSshN
Novavax, Inc. : Novavax NanoFlu(TM) Vaccine Demonstrates Improved Immune Responses Compared to Egg-Based, High-Dose Flu Vaccine","Alabama, USA","United States",-86.6807375,32.576227
"3388","pat2422","Ha Ha, Flu medicine will slow down heart attacks. My doctor refused to continue my heart medicine. Should I just get a vaccine?","Kentucky, USA","United States",-85.7682405,37.822244
"3436","drsamdelib","Although some experts say the worst might be over for this years flu season, https://t.co/tuVwn0eNMl","Austin, TX","United States",-97.75472415,30.3233457
"3508","__hiipow3r__","You,as a whole grown human being let someone make you believe that flu shots or any other vaccine cause disabilities and what not","Nacogdoches, TX","United States",-94.6493115,31.6139414
"3744","ExBaeTM","Today I heard that they like... make the flu vaccine inside chickens","Brooklyn, NY","United States",-73.9487755,40.655138
"3750","iwriterealgood","Got Hep B booster and flu vaccine yesterday and have been feeling cranky achey and disorganized. Tomorrow better be better or ELSE.","Oakland, CA","United States",-122.2286855,37.7919941
"3790","datguy_4","Flu jab ✅

Its mad that a vaccine is you getting injected with a bit of a virus and pray your body can work out how to kill it!","Los Angeles, CA","United States",-118.4119065,34.0207895
"3971","Akersssss","Just got my first flu vaccine EVER for school and I am not trying to be over dramatic or anything but I am already feeling slightly ill.... lmao","Lady Lake, FL","United States",-81.9301505,28.9235805
